Unnamed: 0,BASE_CUSTOMER_ID,CUSTOMER_ID,GENDER_ID,MARITAL_STATUS_ID,BIRTH_DATE,FK_ADDRESS_COMMUNICATION_CITY,OCCUPATION,OCCUPATION_imputed,OCCUPATION_imputed_proba
100299,186581,1604823,0,1,7,2,,2,0.10575532168149948
148173,43533,1058398,0,1,16,2,12,3,0.22994300723075867
280110,48654,1204653,1,1,8,0,,7,0.21872083842754364
45052,38115,1516738,0,0,16,6,,12,0.1833678036928177
291601,111472,1627749,0,1,9,2,,2,0.10318568348884583
261092,26854,1035425,0,1,8,4,,2,0.12098412960767746
38834,7589,1007589,0,0,9,6,12,17,0.26492586731910706
18723,159577,1717436,0,1,7,4,,2,0.12245326489210129
170101,139589,1610227,1,2,11,1,,10,0.13661295175552368
319783,44476,1186235,0,1,19,2,3,3,0.44720086455345154
110926,187675,1611151,0,2,2,5,,2,0.12967684864997864
347729,147649,1756276,0,1,8,0,36,12,0.1297072470188141
105707,190098,1643907,0,1,21,0,,3,0.6072436571121216
100000,71334,1276288,0,1,16,0,,3,0.21771100163459778
116181,94253,1306552,0,1,13,0,12,12,0.12624776363372803
105925,29206,1126807,0,1,17,2,2,3,0.28181371092796326
61480,129260,1078681,0,1,13,2,1,12,0.09853589534759521
126467,30247,1131317,0,1,6,0,17,12,0.12524980306625366
152008,113742,1326369,0,1,11,1,,12,0.10454767942428589
495393,161633,1478869,1,1,20,0,3,7,0.3881537616252899
323415,37925,1162552,0,2,6,0,55,12,0.10331500321626663
520234,113096,1663948,0,1,12,4,,2,0.11028480529785156
433889,25715,1091103,1,1,14,4,12,7,0.32081708312034607
688798,185574,1599790,0,0,16,0,,12,0.2773950695991516
745026,77272,1289227,0,2,11,4,17,12,0.09340238571166992
90588,93175,1607426,0,0,16,2,,12,0.208683580160141
70230,109553,1205892,0,1,20,4,3,3,0.49020102620124817
216428,36169,1358644,0,1,13,4,,2,0.10459686070680618
157331,73501,1815525,0,0,16,2,,12,0.208683580160141
29167,16024,1536678,0,1,8,0,8,12,0.1297072470188141
80003,97974,1783564,0,0,10,5,,17,0.2726830244064331
52316,154987,1456567,0,1,11,0,24,12,0.13040420413017273
603624,192945,1644330,0,1,14,2,,3,0.14468282461166382
137777,109711,1198798,1,2,19,0,21,3,0.4118282198905945
70886,67701,1783411,0,1,7,6,33,2,0.1858403980731964
154122,148006,1652971,0,1,8,4,,2,0.12098412960767746
111269,44787,1174582,0,1,19,3,,3,0.42981797456741333
21989,97359,1092072,0,1,16,0,48,3,0.21771100163459778
67537,150235,1768085,0,1,14,0,12,3,0.13771717250347137
72277,84001,1296138,0,1,8,4,,2,0.12098412960767746
42313,24152,1094991,0,1,13,2,,12,0.09853589534759521
152461,10994,1418245,1,1,8,2,,7,0.20404624938964844
66750,88958,1614600,0,0,16,4,,17,0.18305234611034393
11671,180295,1275290,0,1,6,5,,2,0.1560988575220108
107503,64101,1556348,0,1,9,0,,12,0.13088056445121765
259606,27998,1121724,0,0,16,6,,12,0.1833678036928177
163457,135046,1379295,0,0,16,1,,12,0.22172066569328308
170098,172946,1527760,0,1,6,6,10,2,0.1874147206544876
81262,125848,1057833,0,1,16,0,2,3,0.21771100163459778
88961,91185,1303484,1,0,9,0,12,12,0.26143404841423035
385789,186207,1602942,0,1,5,4,,2,0.12404858320951462
177534,129518,1838982,1,0,16,0,,7,0.2021685093641281
88817,128821,1353373,0,1,6,0,,12,0.12524980306625366
332601,127319,1342808,1,2,9,0,,12,0.14169049263000488
290743,146689,1414398,0,1,12,0,,12,0.12831546366214752
477858,175553,1628549,0,1,3,2,,2,0.10475827008485794
66048,17810,1096655,0,2,6,3,47,8,0.11256280541419983
325245,109857,1843156,0,1,5,1,2,2,0.10939263552427292
186452,181318,1696324,0,1,14,2,3,3,0.14468282461166382
47088,47882,1837809,0,0,16,0,,12,0.2773950695991516
109525,2659,1722282,1,1,9,5,19,7,0.22703437507152557
14693,125165,1228792,0,2,4,0,17,49,0.10598877817392349
13372,109971,1322577,1,1,13,3,11,7,0.29582855105400085
314299,78418,1654959,1,2,19,2,,3,0.42621779441833496
91113,188445,1615523,0,1,7,5,12,2,0.15450741350650787
71434,76850,1338653,0,1,10,0,,12,0.13117705285549164
230617,177890,1556368,0,1,11,1,12,12,0.10454767942428589
231738,157639,1465825,0,1,10,0,5,12,0.13117705285549164
48676,22139,1035783,1,1,17,3,3,7,0.32542943954467773
195357,188102,1613481,1,1,4,2,,7,0.1723666787147522
129361,151750,1446114,0,2,4,5,,2,0.10387887060642242
339414,190770,1648141,0,2,4,0,,49,0.10598877817392349
52351,147050,1422422,1,2,5,2,7,12,0.132611483335495
13556,69380,1658954,0,1,14,2,,3,0.14468282461166382
33092,36600,1157109,1,0,16,0,,7,0.2021685093641281
137251,6555,1099517,1,1,19,0,,7,0.38327503204345703
527966,104627,1492470,0,0,16,4,,17,0.18305234611034393
70875,116175,1385378,0,1,10,0,,12,0.13117705285549164
61916,89207,1101929,0,1,17,2,17,3,0.28181371092796326
552937,145014,1415857,1,1,9,4,7,7,0.22235053777694702
183141,113322,1788834,0,0,16,4,,17,0.18305234611034393
283008,45350,1192709,0,1,19,3,,3,0.42981797456741333
175670,172348,1525937,1,1,7,2,7,7,0.1992311328649521
66026,23796,1546700,0,1,13,4,48,2,0.10459686070680618
33345,136416,1383817,0,1,4,4,16,2,0.12466584146022797
298329,137916,1391717,0,1,17,1,17,3,0.2885016202926636
87289,97178,1225773,0,1,12,3,26,2,0.10289086401462555
319975,196543,1640417,0,1,19,4,,3,0.404546320438385
440570,89827,1145216,1,1,18,2,3,7,0.32786911725997925
176040,12626,1102609,0,1,11,0,15,12,0.13040420413017273
122784,54451,1225938,0,1,13,3,21,17,0.10031286627054214
119111,113859,1462556,1,1,19,1,,3,0.34604036808013916
39633,144155,1655637,0,2,3,2,,8,0.12049298733472824
194255,3802,1043142,0,0,10,0,12,12,0.2925184965133667
793364,169874,1513520,0,1,8,3,28,2,0.11315737664699554
71074,182452,1582792,0,0,16,5,,12,0.18623125553131104
14464,187390,1826584,0,0,16,0,,12,0.2773950695991516
14369,139532,1844517,0,0,16,0,,12,0.2773950695991516
218656,182858,1585437,0,1,12,5,,2,0.1383511871099472
46616,171281,1522149,1,0,4,1,,12,0.2429761290550232
256477,98059,1041083,0,1,18,4,2,3,0.32034745812416077
60207,134141,1376489,0,1,10,4,22,2,0.11667840927839279
291915,157560,1465564,0,1,7,4,,2,0.12245326489210129
306294,107874,1695750,0,1,19,0,,3,0.436259925365448
350410,109521,1382652,0,1,14,4,,3,0.10171189159154892
376670,70067,1272166,0,1,14,0,17,3,0.13771717250347137
2830,194424,1794735,0,0,16,6,,12,0.1833678036928177
197685,18952,1265071,0,1,17,2,,3,0.28181371092796326
8049,75915,1393087,0,1,5,0,,12,0.12520956993103027
117092,13612,1768374,0,1,8,2,10,2,0.10473252832889557
198535,15470,1060411,1,2,13,0,13,3,0.14759474992752075
171935,148421,1504202,0,1,16,5,,3,0.20876482129096985
163707,110453,1065998,0,1,7,1,,2,0.10730075091123581
24129,73400,1280074,0,2,5,0,12,8,0.10058852285146713
403161,122014,1276851,0,1,7,0,,12,0.127797931432724
146672,150941,1443751,0,2,8,3,34,8,0.10563848912715912
36242,191478,1627012,0,1,6,2,,2,0.10628002882003784
370312,182541,1583438,0,1,7,4,11,2,0.12245326489210129
396705,194269,1634277,0,1,11,0,,12,0.13040420413017273
40885,133049,1369991,0,1,14,2,3,3,0.14468282461166382
34924,47262,1104544,0,1,12,0,33,12,0.12831546366214752
122075,66052,1261087,0,1,13,0,1,12,0.12624776363372803
702800,653,1000653,0,0,16,0,,12,0.2773950695991516
60916,186319,1782723,0,0,16,0,,12,0.2773950695991516
24693,170403,1783867,0,1,1,4,12,2,0.1355932056903839
154151,117455,1330083,0,1,8,0,34,12,0.1297072470188141
96863,15966,1572899,0,1,6,0,,12,0.12524980306625366
155396,195026,1697651,1,0,16,0,,7,0.2021685093641281
302678,114484,1327112,0,1,11,1,17,12,0.10454767942428589
39860,42800,1182110,0,2,2,0,,49,0.2162976861000061
347232,54321,1225474,0,1,18,3,3,3,0.34335097670555115
148915,90302,1199318,0,1,11,6,2,2,0.17367327213287354
69860,111708,1337131,0,1,14,4,36,3,0.10171189159154892
152750,174951,1534714,0,0,16,1,,12,0.22172066569328308
166987,186605,1673782,0,2,1,6,,2,0.17372523248195648
1742,179746,1566543,0,0,16,5,,12,0.18623125553131104
228529,171643,1735270,0,0,16,0,,12,0.2773950695991516
257355,165398,1496024,0,1,15,3,3,3,0.18076862394809723
159116,48615,1204143,0,1,17,3,17,3,0.268310010433197
98384,75194,1285832,0,1,19,1,3,3,0.4562127888202667
191721,140764,1795757,0,0,16,0,,12,0.2773950695991516
68759,56353,1232237,0,1,13,0,3,12,0.12624776363372803
28400,70009,1258295,0,1,14,3,3,3,0.12676241993904114
12000,10143,1077216,1,0,16,0,,7,0.2021685093641281
346302,148460,1427454,0,1,15,3,21,3,0.18076862394809723
39661,144620,1414467,1,1,11,0,10,7,0.27514296770095825
328806,61357,1133778,0,1,9,1,,12,0.10460063815116882
373821,181576,1576653,0,1,9,0,2,12,0.13088056445121765
121270,181786,1577924,0,1,14,4,17,3,0.10171189159154892
91378,187175,1806335,0,1,12,5,,2,0.1383511871099472
197346,90223,1302522,0,1,13,6,50,2,0.16047441959381104
347867,184962,1798176,0,0,16,0,,12,0.2773950695991516
714188,137406,1390248,1,2,5,0,,12,0.16461877524852753
174347,44406,1188611,0,1,14,3,,3,0.12676241993904114
188293,148397,1427221,1,1,10,4,54,7,0.2470625638961792
154487,61068,1122942,0,1,6,1,26,2,0.10856921225786209
8772,154012,1746434,1,1,7,0,7,7,0.21105073392391205
129778,58804,1239964,0,1,8,5,,2,0.15239354968070984
178458,9357,1210760,0,1,17,0,,3,0.27012982964515686
168926,76961,1288854,0,1,12,4,,2,0.11028480529785156
93935,28877,1747482,0,0,16,0,,12,0.2773950695991516
159306,98112,1486193,0,1,13,0,,12,0.12624776363372803
89827,159341,1619599,0,1,12,2,,12,0.10103848576545715
398917,102423,1314881,0,0,16,3,,12,0.19151633977890015
82045,44796,1447685,0,1,15,0,,3,0.1726631075143814
176529,43265,1610727,0,0,16,2,,12,0.208683580160141
91275,186065,1825656,0,0,16,1,,12,0.22172066569328308
142675,57452,1431370,0,1,15,3,17,3,0.18076862394809723
337655,38608,1165264,1,1,7,0,,7,0.21105073392391205
304599,26398,1422946,0,0,16,0,,12,0.2773950695991516
119097,145532,1417617,0,0,16,1,,12,0.22172066569328308
388565,80828,1130853,1,2,7,0,26,14,0.14485342800617218
706848,12164,1012164,0,0,16,4,,17,0.18305234611034393
180744,3492,1003492,0,0,13,3,12,12,0.20339351892471313
83984,113540,1239727,0,0,10,4,,17,0.2837721109390259
16840,102300,1176976,0,2,12,4,9,12,0.0954500362277031
183047,71859,1371086,0,1,9,0,2,12,0.13088056445121765
63373,43015,1182972,0,1,12,5,12,2,0.1383511871099472
26920,57294,1339621,0,1,19,0,12,3,0.436259925365448
50044,115779,1328407,0,1,13,4,17,2,0.10459686070680618
160790,60559,1245499,1,2,8,2,10,10,0.12224064767360687
90752,139439,1488744,0,2,1,0,,49,0.2906549572944641
42349,145185,1570607,0,1,8,0,21,12,0.1297072470188141
66128,94166,1433223,0,1,21,3,3,3,0.5966520309448242
44465,68187,1124453,0,1,16,5,,3,0.20876482129096985
403625,192907,1747002,1,0,5,4,,12,0.1896320879459381
191607,126453,1346108,0,1,5,4,,2,0.12404858320951462
215332,88895,1301193,0,2,19,0,17,3,0.381343275308609
26877,30406,1131921,0,1,20,0,3,3,0.5245076417922974
560723,87556,1299753,0,2,7,6,26,2,0.11377646774053574
186007,127216,1348813,0,2,4,5,,2,0.10387887060642242
22741,106096,1276701,0,1,9,4,17,2,0.11906695365905762
114604,22260,1063075,0,1,9,1,10,12,0.10460063815116882
141340,5482,1109063,1,0,20,0,,3,0.28061771392822266
733294,105885,1318436,0,1,7,4,,2,0.12245326489210129
83802,127087,1348318,0,1,13,1,12,3,0.10722818225622177
82321,23445,1023445,0,0,20,2,14,3,0.3116024434566498
610408,45428,1193100,0,1,10,0,14,12,0.13117705285549164
21736,186948,1652946,0,1,5,0,,12,0.12520956993103027
42260,109390,1814624,0,0,16,0,,12,0.2773950695991516
409565,100005,1312463,0,2,8,0,,12,0.11145929247140884
201780,117612,1370401,0,1,7,0,33,12,0.127797931432724
117218,100964,1792598,0,0,16,1,,12,0.22172066569328308
113700,65488,1158950,0,2,2,0,49,49,0.2162976861000061
134064,31386,1697653,0,0,16,0,,12,0.2773950695991516
354882,95570,1220653,1,1,9,0,10,7,0.22533540427684784
33417,133970,1743310,0,1,8,0,,12,0.1297072470188141
144674,187899,1612392,0,1,5,2,36,2,0.1063123568892479
74788,72896,1279568,0,1,19,4,3,3,0.404546320438385
98031,24847,1269775,0,1,14,0,,3,0.13771717250347137
11703,82420,1416110,0,0,16,5,,12,0.18623125553131104
11252,26867,1086200,0,1,9,6,12,2,0.18097345530986786
139490,76919,1737709,0,1,15,0,,3,0.1726631075143814
467807,126601,1346616,0,1,10,5,14,2,0.14656758308410645
52383,49018,1206027,0,1,8,5,17,2,0.15239354968070984
146829,167110,1503243,0,2,1,3,12,49,0.18144862353801727
90496,59179,1196778,1,2,8,0,,12,0.14263878762722015
9482,45588,1038259,0,2,6,2,12,8,0.11755676567554474
135173,84024,1029726,1,0,10,0,,12,0.249965101480484
266889,14206,1455504,0,2,12,4,,12,0.0954500362277031
75891,48496,1185793,0,1,9,1,12,12,0.10460063815116882
174195,110826,1423027,0,1,20,0,,3,0.5245076417922974
202479,48395,1191954,0,1,7,0,52,12,0.127797931432724
178979,83916,1123678,0,0,16,0,,12,0.2773950695991516
79880,11539,1078237,0,1,15,0,,3,0.1726631075143814
149890,166841,1655978,0,2,6,2,,8,0.11755676567554474
106531,78689,1654079,0,1,19,0,3,3,0.436259925365448
197313,142230,1405721,0,1,20,0,3,3,0.5245076417922974
510032,118985,1331614,0,1,10,4,,2,0.11667840927839279
22538,79625,1291580,0,2,15,0,,12,0.12081791460514069
177827,178898,1604717,0,0,16,4,,17,0.18305234611034393
162358,11053,1103819,0,1,13,3,,17,0.10031286627054214
314108,95596,1221117,0,0,16,2,,12,0.208683580160141
131389,167106,1595262,0,1,13,5,,2,0.13096581399440765
238367,56498,1418778,0,2,8,0,5,12,0.11145929247140884
325824,163984,1488488,1,1,2,3,,7,0.191293403506279
213418,59591,1484505,0,1,15,3,,3,0.18076862394809723
102327,47939,1770209,0,0,16,0,,12,0.2773950695991516
224312,151433,1445164,1,1,15,0,7,7,0.33432725071907043
14776,159705,1551025,0,1,7,2,,2,0.10575532168149948
71049,37397,1158738,0,1,15,0,12,3,0.1726631075143814
8316,145268,1576213,0,2,5,4,,8,0.0974975973367691
58953,95406,1307705,0,1,9,0,30,12,0.13088056445121765
289320,156090,1494105,0,1,3,5,,2,0.16163723170757294
24752,137042,1525541,0,0,16,0,,12,0.2773950695991516
64033,635,1280423,0,1,13,3,,17,0.10031286627054214
507506,168270,1507479,0,1,20,0,3,3,0.5245076417922974
55920,107224,1769500,0,0,16,6,,12,0.1833678036928177
19844,35094,1035493,0,0,16,2,,12,0.208683580160141
311798,28927,1125647,1,1,9,0,14,7,0.22533540427684784
107817,86787,1418719,0,1,13,4,19,2,0.10459686070680618
1467,38099,1586902,0,1,5,2,,2,0.1063123568892479
298482,150084,1440976,0,1,4,0,9,12,0.1321776807308197
288234,113763,1088947,0,0,16,6,,12,0.1833678036928177
631039,166011,1499048,0,2,17,2,3,3,0.18688853085041046
108182,132059,1036641,0,2,3,0,,49,0.14450344443321228
523025,70288,1272873,0,1,16,3,,3,0.21831634640693665
182223,116121,1328749,0,1,20,6,3,3,0.5006868243217468
216255,185405,1801021,0,0,16,0,,12,0.2773950695991516
144243,192192,1628783,1,1,13,2,,7,0.2826637625694275
78721,22320,1078982,0,1,18,4,42,3,0.32034745812416077
728854,161229,1477555,0,2,1,1,,49,0.20064742863178253
142367,170939,1520816,0,1,3,2,1,2,0.10475827008485794
61193,120907,1268780,0,1,12,3,,2,0.10289086401462555
80886,56989,1234256,0,1,12,4,,2,0.11028480529785156
108559,188708,1616948,0,1,19,0,3,3,0.436259925365448
140310,58154,1176718,0,2,8,5,9,2,0.0959419533610344
176079,28035,1121888,0,1,10,2,,12,0.10110399127006531
34232,13646,1013646,1,1,13,0,3,7,0.3154605031013489
356025,129843,1358234,0,1,4,3,33,2,0.11556199193000793
72228,181520,1791141,0,1,3,0,12,12,0.13742603361606598
36805,10321,1804124,0,0,16,1,,12,0.22172066569328308
745854,80510,1292465,0,1,18,1,26,3,0.36786240339279175
211876,72405,1699598,0,1,7,5,,2,0.15450741350650787
68914,183812,1757409,0,2,3,5,53,2,0.11696959286928177
547652,49924,1039936,0,1,14,0,36,3,0.13771717250347137
291692,7294,1007294,0,0,19,2,10,3,0.22608384490013123
210093,90084,1338626,0,2,7,2,,8,0.11426709592342377
21198,105982,1189100,0,1,10,1,2,12,0.1049659475684166
237470,104289,1052241,0,1,17,3,,3,0.268310010433197
87141,667,1058329,0,0,19,1,3,3,0.21707630157470703
436747,167977,1506341,0,1,4,0,,12,0.1321776807308197
116244,10745,1727373,0,0,16,0,,12,0.2773950695991516
66,70027,1272034,0,1,8,0,17,12,0.1297072470188141
107241,108218,1320770,0,1,1,0,53,12,0.1500060260295868
844,158315,1831306,0,0,16,5,,12,0.18623125553131104
250430,37501,1750258,0,1,11,1,13,12,0.10454767942428589
115732,23008,1847870,0,0,16,0,,12,0.2773950695991516
542081,153291,1746882,0,0,16,2,,12,0.208683580160141
708659,100199,1312657,0,1,21,0,,3,0.6072436571121216
306599,62022,1250224,0,0,16,3,,12,0.19151633977890015
18327,86027,1298164,0,1,18,5,2,3,0.32029175758361816
69612,98028,1186339,0,1,11,0,15,12,0.13040420413017273
651343,126792,1347247,0,1,10,4,15,2,0.11667840927839279
143699,110934,1323561,0,1,8,1,26,2,0.1055724024772644
74228,192071,1840275,0,0,16,1,,12,0.22172066569328308
307416,106003,1605078,0,1,7,3,2,2,0.11437776684761047
459120,44485,1188952,0,1,19,1,3,3,0.4562127888202667
130623,118021,1330649,0,1,9,0,15,12,0.13088056445121765
458187,67707,1577002,0,0,16,0,,12,0.2773950695991516
4912,5212,1005212,0,1,14,0,3,3,0.13771717250347137
95099,83980,1296117,0,1,11,2,2,12,0.10150710493326187
418053,105308,1317859,0,1,10,4,,2,0.11667840927839279
46196,30678,1133208,0,1,17,2,,3,0.28181371092796326
163257,64307,1386850,0,1,17,6,,3,0.2500596046447754
34604,48501,1089287,0,2,15,0,,12,0.12081791460514069
143458,128936,1353555,1,1,7,4,,7,0.20620691776275635
344870,153302,1450963,0,1,10,4,17,2,0.11667840927839279
5150,130152,1359481,0,0,16,0,,12,0.2773950695991516
128161,36301,1275575,0,1,10,3,,2,0.1092100590467453
280198,143014,1408556,0,1,4,2,2,2,0.10611744970083237
211731,11727,1372873,0,1,17,0,12,3,0.27012982964515686
418650,131455,1364412,0,1,8,4,12,2,0.12098412960767746
341432,20425,1020425,0,1,21,0,,3,0.6072436571121216
6168,55308,1205641,0,2,7,0,,12,0.10808882117271423
83180,131248,1541910,1,1,16,0,,7,0.33447638154029846
449216,36434,1393900,0,1,14,4,,3,0.10171189159154892
625693,73976,1077165,0,0,19,0,17,12,0.2424210160970688
260347,189718,1622514,0,2,6,1,,8,0.11611481755971909
322101,107701,1320252,0,1,10,0,,12,0.13117705285549164
189437,2504,1800965,0,0,16,0,,12,0.2773950695991516
154373,98778,1167686,0,1,18,6,12,3,0.3182852268218994
128787,125201,1690121,0,1,12,5,10,2,0.1383511871099472
18776,6216,1087531,0,2,21,0,8,3,0.5416560173034668
20603,50696,1394167,0,1,8,0,,12,0.1297072470188141
118886,16122,1200151,0,0,16,0,,12,0.2773950695991516
153939,31314,1135891,0,1,18,0,10,3,0.3479776382446289
165526,66778,1263014,0,2,9,0,,12,0.11372587829828262
71840,52221,1195175,1,2,7,0,24,14,0.14485342800617218
13095,58789,1802881,0,0,16,1,,12,0.22172066569328308
567265,84523,1296660,0,1,15,6,22,2,0.13695977628231049
100678,83526,1431180,0,0,16,0,,12,0.2773950695991516
230141,133490,1374364,0,1,10,1,2,12,0.1049659475684166
4712,150111,1441081,0,1,18,1,,3,0.36786240339279175
126573,121948,1334585,0,1,15,0,,3,0.1726631075143814
381503,27169,1607818,0,0,16,0,,12,0.2773950695991516
5256,149812,1608590,0,2,2,0,,49,0.2162976861000061
447084,42404,1180624,0,1,14,0,15,3,0.13771717250347137
618348,192775,1630294,0,0,16,4,,17,0.18305234611034393
143339,105842,1255525,0,1,11,0,,12,0.13040420413017273
76295,112407,1725031,1,2,17,5,54,3,0.3393564224243164
18973,170366,1518908,0,1,6,5,,2,0.1560988575220108
50934,20525,1844381,0,0,16,6,,12,0.1833678036928177
30049,89485,1301783,0,1,12,0,16,12,0.12831546366214752
13246,96408,1649976,0,1,9,0,,12,0.13088056445121765
105358,183752,1816887,0,0,16,0,,12,0.2773950695991516
34536,77100,1125940,0,2,2,0,49,49,0.2162976861000061
148195,40380,1172107,0,1,14,0,,3,0.13771717250347137
438694,2943,1042609,0,1,19,4,14,3,0.404546320438385
33276,154453,1454602,0,1,12,5,,2,0.1383511871099472
181947,17568,1017568,0,1,13,0,30,12,0.12624776363372803
140175,180893,1651517,0,0,16,0,,12,0.2773950695991516
161967,116512,1098465,0,0,16,1,,12,0.22172066569328308
29034,144667,1818502,0,0,16,5,,12,0.18623125553131104
627184,162526,1484002,0,2,3,2,,8,0.12049298733472824
108134,137602,1390835,0,2,8,6,,2,0.11463012546300888
537419,164138,1831956,0,0,16,1,,12,0.22172066569328308
470577,76534,1288172,1,1,6,0,,7,0.2028476446866989
150710,63819,1666669,0,1,4,0,15,12,0.1321776807308197
86708,164404,1644759,0,1,15,6,,2,0.13695977628231049
231946,21541,1802074,0,0,14,0,,12,0.2787913680076599
140555,69221,1791184,1,0,16,0,,7,0.2021685093641281
25515,177268,1552237,0,1,11,5,,2,0.14278952777385712
52628,121439,1653882,0,1,6,0,,12,0.12524980306625366
487914,116071,1328699,0,1,18,0,8,3,0.3479776382446289
170088,31291,1135825,0,1,11,0,61,12,0.13040420413017273
25726,136086,1382716,0,1,14,5,19,2,0.12150102853775024
4053,64630,1349691,1,1,12,0,10,7,0.2979934811592102
155803,129047,1622854,0,1,13,1,,3,0.10722818225622177
264815,63994,1188343,0,1,6,4,33,2,0.12347891181707382
655957,83175,1295312,0,0,16,4,,17,0.18305234611034393
319362,69718,1271056,1,2,4,0,57,12,0.18488486111164093
99460,126386,1345874,0,1,6,1,,2,0.10856921225786209
34657,172385,1526052,0,1,8,0,2,12,0.1297072470188141
28102,82987,1704377,0,1,8,2,,2,0.10473252832889557
104957,55482,1229424,0,0,16,2,,12,0.208683580160141
100559,117096,1103285,0,1,16,2,22,3,0.22994300723075867
47777,129057,1353739,0,1,18,6,12,3,0.3182852268218994
132079,49214,1206713,0,1,17,0,15,3,0.27012982964515686
3214,17338,1032152,1,0,16,4,,7,0.25953349471092224
424677,88894,1301192,1,1,11,0,3,7,0.27514296770095825
35771,102539,1676549,0,0,16,4,2,17,0.18305234611034393
7616,64872,1617537,0,1,5,5,,2,0.15715405344963074
224604,138831,1583106,0,0,16,0,,12,0.2773950695991516
146558,82580,1294717,0,0,16,2,,12,0.208683580160141
52961,133378,1245253,0,0,16,0,2,12,0.2773950695991516
50575,141277,1526914,0,2,5,4,,8,0.0974975973367691
145061,79119,1141974,0,0,16,0,,12,0.2773950695991516
304267,16101,1813406,0,1,4,3,8,2,0.11556199193000793
234208,60881,1132664,0,1,10,0,17,12,0.13117705285549164
86407,47169,1199309,0,1,15,6,2,2,0.13695977628231049
43669,7429,1433455,0,0,17,3,12,12,0.18774168193340302
224829,160129,1509119,0,1,15,0,9,3,0.1726631075143814
17360,36685,1198925,1,1,7,1,,7,0.18678949773311615
112624,178716,1560887,0,0,16,5,22,12,0.18623125553131104
4075,71029,1847965,0,1,9,4,2,2,0.11906695365905762
101534,151969,1446811,0,1,16,2,10,3,0.22994300723075867
44894,95726,1182561,0,1,16,4,,3,0.20467929542064667
69219,139641,1397022,0,2,18,6,3,3,0.18987073004245758
122828,154381,1454411,0,1,20,2,3,3,0.5335005521774292
111719,153601,1451944,0,1,11,2,,12,0.10150710493326187
125458,18545,1018545,1,1,9,0,7,7,0.22533540427684784
305824,82375,1294512,1,1,19,0,,7,0.38327503204345703
492107,194468,1634842,0,1,6,0,,12,0.12524980306625366
94224,47783,1201483,0,1,18,4,,3,0.32034745812416077
250419,135141,1801215,0,0,16,0,,12,0.2773950695991516
72951,149283,1461507,0,0,8,2,,17,0.2671441435813904
229777,48525,1156402,0,1,9,0,48,12,0.13088056445121765
85360,6203,1795610,0,0,16,0,,12,0.2773950695991516
17584,49213,1405431,0,1,11,2,,12,0.10150710493326187
157189,114318,1765115,0,0,15,1,,12,0.2251632958650589
206994,110554,1060287,0,0,16,3,,12,0.19151633977890015
164066,90865,1590070,0,1,12,1,,12,0.1031506210565567
8835,45158,1190142,1,1,8,0,7,7,0.21872083842754364
