Unnamed: 0,VEHICLE_ID,BASE_CUSTOMER_ID,GENDER_ID,MARITAL_STATUS_ID,BIRTH_DATE,FK_ADDRESS_COMMUNICATION_CITY,OCCUPATION,FK_RELATION_STATUS_ID,SALESFILE_ID,SF_CREATE_DATE,STATUS,REQ_BRAND_CODE,REQ_TOPMODEL_CODE,TRAFFIC_DATE,BRAND_CODE,BASEMODEL_CODE,MOTOR_GAS_TYPE,GEAR_BOX_TYPE,IS_MAINTENANCE,TOTAL_AMOUNT_TL,TOTAL_AMOUNT_GROUP,CUSTOMER_ID,OCCUPATION_imputed
175429,5284144,72581,0,1,9.0,6,2.0,2,6124458.0,6,3,0,2,21.0,2,0.9221778221778196,1.0,1.0,0,61.0,1.0,1050616,11.475150893313947
235226,5103242,96775,0,1,12.0,6,2.0,1,3723517.0,4,2,1,4,10.0,4,0.9436563436562542,1.0,0.0,0,2675.0,9.0,1161541,12.985373414528368
82623,5305599,177634,0,0,,2,,1,4004425.0,5,2,1,1,22.0,0,0.9235764235764314,0.0,0.0,0,170.0,1.0,1762510,15.819701090316427
112518,5232136,159871,0,2,2.0,4,2.0,1,2431292.0,3,1,4,5,18.0,1,0.9493506493506616,1.0,1.0,0,,,1610639,23.75264315330341
238904,5175658,52021,0,0,,5,,1,1104866.0,1,2,0,3,15.0,2,0.9212787212787092,0.0,1.0,0,18.0,1.0,1504624,11.957329314460788
16058,5171024,55671,0,1,11.0,4,2.0,1,1732507.0,2,3,0,3,15.0,4,0.9421578421578328,1.0,0.0,1,303.0,2.0,1205568,14.076549516165443
197665,5258615,83580,0,1,6.0,5,22.0,2,3996831.0,5,1,4,5,20.0,1,0.9514485514485532,1.0,1.0,0,79.0,1.0,1684326,24.278145615512777
69652,5203625,62570,0,1,8.0,0,12.0,2,7720219.0,8,5,4,5,16.0,1,0.950149850149844,0.0,0.0,0,37.0,1.0,1246694,25.316744022554257
20913,5300335,40204,0,1,16.0,0,3.0,1,6389262.0,7,3,0,3,22.0,2,0.9586413586413586,1.0,1.0,1,467.0,2.0,1071612,16.65331470245512
199320,5239681,178840,0,1,8.0,6,2.0,2,5991335.0,6,1,2,8,18.0,2,0.9345654345654404,0.0,1.0,0,,,1561546,18.72173783963739
108357,5259952,84668,0,1,13.0,4,3.0,2,8958798.0,9,1,4,5,19.0,4,0.9151848151848272,1.0,0.0,1,344.0,2.0,1032040,12.065347177009524
180947,5263360,188128,0,1,7.0,1,27.0,1,3941604.0,5,1,2,3,20.0,0,0.9349650349650426,0.0,0.0,1,296.0,1.0,1683122,15.975030776661512
193957,5292472,174582,0,2,2.0,4,12.0,2,2022276.0,3,2,0,0,21.0,3,0.9342657342657382,0.0,1.0,0,1826.0,7.0,1533472,19.84929191588125
180043,5332277,159889,0,1,6.0,0,30.0,2,8408469.0,9,1,0,2,24.0,1,0.9729270729270678,1.0,1.0,0,1088.0,4.0,1473311,27.86830423941349
156136,5300157,8393,0,1,5.0,3,34.0,2,4634415.0,5,2,0,0,21.0,2,0.958641358641368,0.0,1.0,0,229.0,1.0,1569146,17.996565468279243
158096,5156276,154002,1,2,5.0,0,49.0,2,3085311.0,4,3,4,5,14.0,1,0.9345042752386302,0.0,1.0,0,,,1453269,28.689382045671632
211159,5180894,171489,1,2,4.0,2,1.0,1,315671.0,0,1,3,1,15.0,3,0.9367632367632276,0.0,0.0,1,237.0,1.0,1522930,17.97165551338778
213359,5178870,172293,1,1,5.0,0,14.0,2,3527331.0,4,3,3,3,15.0,3,0.9113886113886128,0.0,0.0,0,541.0,2.0,1525724,21.00938230405186
72651,5224622,122715,1,2,14.0,0,9.0,2,4893538.0,5,1,0,3,18.0,2,0.9380619380619536,0.0,1.0,0,55.0,1.0,1335629,16.97801214314848
33372,5209667,23138,0,1,8.0,1,8.0,2,7461201.0,8,2,0,6,17.0,2,0.9191808191808328,1.0,0.0,1,247.0,1.0,1574657,20.46775484653941
150701,5166677,14823,0,1,10.0,2,1.0,2,426708.0,1,2,4,5,16.0,1,0.9502497502497552,1.0,1.0,0,,,1381469,18.69654156342534
191914,5284408,13221,0,1,7.0,0,,2,624531.0,1,2,0,3,21.0,2,0.9345654345654464,1.0,1.0,0,151.0,1.0,1411244,19.719578369700248
76143,5159145,151606,0,1,7.0,0,12.0,1,6096036.0,6,1,0,5,14.0,3,0.9367632367632358,0.0,0.0,1,,,1445676,22.955872325512228
62672,5258632,143282,0,1,13.0,3,48.0,1,1986485.0,3,2,0,3,19.0,1,0.9514485514485505,1.0,1.0,1,414.0,2.0,1589707,19.3084498074174
219006,5263056,116288,1,2,10.0,0,14.0,1,3943816.0,5,1,4,5,20.0,1,0.9510489510489571,1.0,1.0,0,103.0,1.0,1680953,20.36328529679056
76676,5236758,21430,0,1,11.0,1,2.0,1,2923386.0,4,3,1,4,19.0,4,0.942557442557454,1.0,0.0,1,390.0,2.0,1651012,14.775071439333187
105455,5304308,157105,0,0,,4,,1,3501745.0,4,2,0,3,22.0,1,0.9512487512487514,1.0,1.0,1,610.0,3.0,1761528,17.76925630358871
222231,5123329,121152,0,1,5.0,2,22.0,1,3985171.0,5,2,4,5,11.0,1,0.9501498501498492,0.0,0.0,0,678.0,3.0,1270492,12.920276005754346
253315,5169267,157857,0,1,20.0,2,3.0,1,2295588.0,3,3,4,5,14.0,1,0.9285714285714258,1.0,1.0,1,228.0,1.0,1466500,14.767712907409148
190913,5184903,174008,0,1,6.0,1,21.0,1,412877.0,1,1,3,3,16.0,3,0.9367632367632276,0.0,0.0,1,159.0,1.0,1531416,23.144377552778874
71480,5267024,181507,0,1,4.0,4,10.0,2,4226063.0,5,1,2,3,20.0,0,0.9339660339660434,1.0,0.0,1,713.0,3.0,1696871,17.444471190863077
253978,5180867,170176,1,1,5.0,3,14.0,1,263849.0,0,3,0,3,15.0,3,0.9367632367632299,0.0,0.0,0,151.0,1.0,1514690,14.925581013524129
7607,5207936,51866,0,1,9.0,0,5.0,1,1423860.0,2,1,1,1,17.0,4,0.916483516483504,1.0,0.0,1,459.0,2.0,1253304,19.379530739913086
205542,5309909,147344,1,2,10.0,0,12.0,1,10229609.0,11,5,3,7,22.0,3,0.937762237762234,0.0,0.0,0,280.0,1.0,1424026,16.092842751980253
236397,5192321,90008,0,1,16.0,1,21.0,1,2951811.0,4,2,1,4,16.0,4,0.942557442557454,1.0,0.0,0,251.0,1.0,1031958,14.922831736967751
135379,5169712,155200,0,2,2.0,0,42.0,2,6615504.0,7,3,4,6,15.0,2,0.9073926073926089,0.0,0.0,0,286.0,1.0,1457392,30.85591259147589
19330,5305571,179316,1,2,9.0,6,33.0,1,5742096.0,6,1,3,3,22.0,0,0.9339660339660354,0.0,0.0,0,491.0,2.0,1564161,18.245421977003126
68002,5221186,30660,0,1,8.0,5,14.0,1,1427935.0,2,3,0,3,17.0,2,0.9345654345654312,0.0,0.0,1,282.0,1.0,1577926,15.526196581865419
125677,5309227,88047,0,1,10.0,6,5.0,2,6174051.0,6,3,1,9,22.0,0,0.9235764235763844,0.0,0.0,0,333.0,2.0,1776116,14.381654107266463
41810,5310494,76109,0,1,10.0,0,10.0,1,6210169.0,6,3,2,2,22.0,0,0.9809190809190796,0.0,0.0,0,,,1738528,18.87252633666519
32571,5301617,176930,0,0,,0,,1,6631150.0,7,2,2,3,22.0,0,0.9349650349650344,0.0,0.0,1,467.0,2.0,1767708,17.5449194797392
52717,5163443,157399,1,1,8.0,1,2.0,1,2595145.0,3,3,4,5,14.0,1,0.9501498501498488,0.0,0.0,0,967.0,4.0,1465339,12.837648259691552
30538,5280116,44557,0,2,2.0,0,,1,4032002.0,5,2,4,5,20.0,1,0.9510489510489571,1.0,1.0,0,842.0,3.0,1719378,29.23578966352605
124925,5211125,126984,0,2,3.0,0,17.0,2,10023821.0,11,3,1,9,17.0,1,0.9493506493506616,1.0,1.0,0,15.0,1.0,1587491,23.989072058971388
39373,5262290,163272,0,1,2.0,1,33.0,1,7501739.0,8,5,3,3,20.0,3,0.9368631368631379,0.0,0.0,1,285.0,1.0,1486236,21.415754381140694
155177,5288387,120214,1,1,8.0,4,1.0,1,5656620.0,6,3,3,3,21.0,3,0.9342657342657408,0.0,1.0,1,375.0,2.0,1262379,9.799759072309461
247298,5108698,100714,0,1,21.0,4,3.0,2,1995616.0,3,3,1,1,10.0,4,0.9176823176822166,1.0,0.0,1,190.0,1.0,1172010,10.385638340744958
137872,5285354,67130,0,2,15.0,4,30.0,2,9014106.0,9,3,1,9,21.0,4,0.9921078921078876,1.0,0.0,0,40.0,1.0,1053295,22.12235840794188
117201,5147095,69148,0,1,12.0,0,22.0,2,240372.0,0,2,4,2,12.0,1,0.9501498501498432,0.0,1.0,0,61.0,1.0,1268918,24.498106236232317
48318,5138350,87600,0,1,10.0,0,2.0,2,7110795.0,7,1,1,9,12.0,4,0.9436563436562542,1.0,0.0,0,3863.0,13.0,1299866,10.7328891342977
253149,5167105,157587,1,1,9.0,0,14.0,1,783529.0,1,2,4,5,14.0,1,0.9501498501498488,0.0,0.0,1,245.0,1.0,1465659,16.485244827116272
158974,5312711,140339,0,1,3.0,0,33.0,1,7128627.0,7,1,3,7,22.0,3,0.9756243756243768,0.0,0.0,1,506.0,2.0,1781600,21.822582944676057
217836,5103455,37579,0,1,15.0,1,3.0,1,2304517.0,3,3,1,4,10.0,4,0.9432567432567928,1.0,0.0,1,330.0,2.0,1161039,14.6044194931704
196634,5207620,72832,0,1,11.0,1,48.0,2,1526717.0,2,1,4,2,17.0,1,0.9288711288711468,1.0,1.0,0,79.0,1.0,1581754,20.26783449871616
227556,5203014,11241,0,1,18.0,2,3.0,2,177406.0,0,2,0,3,16.0,2,0.9347652347652308,0.0,0.0,1,399.0,2.0,1072372,9.162757021105092
209968,5192096,47433,0,1,13.0,0,3.0,2,2062200.0,3,2,0,3,16.0,2,0.9380619380619559,0.0,0.0,1,201.0,1.0,1539115,17.921910513252683
59330,5225626,170693,0,1,7.0,3,17.0,1,298167.0,0,1,0,3,18.0,3,0.9367632367632288,0.0,1.0,0,60.0,1.0,1603010,18.453115726725926
202909,5328828,164710,0,1,10.0,3,12.0,1,8149116.0,8,2,3,3,23.0,3,0.9342657342657308,0.0,1.0,0,214.0,1.0,1802463,10.880605041029847
140919,5296449,195423,0,1,3.0,1,1.0,1,5691992.0,6,1,2,8,21.0,0,0.9805194805194862,1.0,0.0,1,556.0,2.0,1744816,15.340946687442706
126738,5173805,47876,0,1,16.0,0,10.0,2,148065.0,0,1,4,5,15.0,1,0.9493506493506596,0.0,1.0,0,714.0,3.0,1201854,21.512877236539484
139908,5208732,73682,0,2,9.0,1,10.0,2,2229251.0,3,3,4,5,18.0,1,0.9505494505494456,1.0,1.0,0,3743.0,13.0,1371653,21.61181863924063
197575,5266203,33040,0,1,10.0,3,9.0,1,4345958.0,5,3,1,1,20.0,4,0.9887112887112884,1.0,1.0,0,423.0,2.0,1697725,14.513470302525297
161669,5306499,54427,0,1,16.0,0,9.0,1,3519799.0,4,3,0,2,22.0,2,0.922177822177818,0.0,0.0,1,631.0,3.0,1347488,16.713674492168657
114198,5208549,53578,0,1,11.0,0,2.0,2,6290512.0,7,2,1,9,17.0,4,0.9421578421578468,1.0,0.0,0,665.0,3.0,1574118,13.349029605917792
143484,5309367,141879,0,0,2.0,4,,1,10010895.0,11,3,2,8,22.0,0,0.9809190809190798,0.0,0.0,0,1210.0,5.0,1715836,4.506449516425986
128444,5274517,94702,0,1,13.0,0,48.0,2,3394059.0,4,3,1,4,20.0,4,0.9921078921078944,1.0,0.0,1,408.0,2.0,1156955,22.59779237131479
186574,5240714,132354,0,1,13.0,5,,1,8433087.0,9,3,4,3,18.0,1,0.9288711288711468,1.0,1.0,0,1589.0,6.0,1649939,20.76739861679473
80809,5276631,104547,0,1,15.0,0,46.0,1,4675265.0,5,1,2,2,20.0,0,0.9235764235764232,1.0,0.0,0,41.0,1.0,1712232,16.723212062515103
11691,5102157,46784,0,1,6.0,0,12.0,1,2798517.0,3,3,1,4,10.0,2,0.9212787212786872,0.0,0.0,1,358.0,2.0,1168159,21.84065152165664
99706,5213729,85435,0,1,8.0,0,12.0,1,6723527.0,7,5,3,3,17.0,3,0.9113886113886146,0.0,0.0,0,411.0,2.0,1154274,20.890327383465436
207080,5208591,147342,1,2,3.0,0,49.0,1,1288567.0,2,1,4,5,17.0,1,0.9501498501498516,1.0,1.0,0,,,1423473,29.044999044633286
222807,5145645,134636,0,1,10.0,0,12.0,1,3403203.0,4,3,1,1,12.0,4,0.9432567432567928,1.0,0.0,1,305.0,2.0,1378025,16.904978565832714
43304,5118331,112984,0,1,9.0,0,12.0,1,8131632.0,8,2,4,5,11.0,2,0.9563436563436524,0.0,0.0,0,1335.0,5.0,1216780,18.169750470311214
171858,5300135,189071,0,1,10.0,0,14.0,2,7852501.0,8,3,2,8,22.0,3,0.9342657342657328,0.0,0.0,1,406.0,2.0,1619344,13.733022379477138
40036,5268869,20043,0,1,8.0,2,26.0,1,8645185.0,9,3,0,6,20.0,2,0.9345654345654312,0.0,0.0,1,341.0,2.0,1034036,17.07494726202246
133520,5072989,40131,0,2,2.0,1,,1,3428059.0,4,2,0,3,9.0,2,0.9561438561438801,1.0,0.0,1,170.0,1.0,1089763,26.531762233679274
210969,5286728,185196,0,2,1.0,0,38.0,2,5708606.0,6,3,0,0,21.0,0,0.9806193806193808,0.0,0.0,1,385.0,2.0,1726883,38.79809314110429
196956,5190030,94072,0,1,11.0,3,16.0,2,343666.0,0,1,1,1,16.0,4,0.9151848151848272,1.0,0.0,0,303.0,2.0,1178810,15.245222885318437
56781,5319055,187254,0,0,,4,,1,7964639.0,8,2,4,5,22.0,0,0.9339660339660372,0.0,0.0,0,275.0,1.0,1785801,16.04133210370151
202549,5325892,115918,0,2,13.0,1,10.0,1,8014506.0,8,1,3,3,23.0,3,0.9342657342657308,0.0,1.0,0,,,1093545,22.228264003383927
192060,5258923,40369,0,1,11.0,0,12.0,2,2613977.0,3,2,0,0,20.0,2,0.9352647352647412,0.0,1.0,1,325.0,2.0,1535881,19.582849951164754
43706,5236723,79503,0,1,3.0,2,26.0,1,2635776.0,3,3,3,3,18.0,2,0.9345654345654514,1.0,1.0,1,642.0,3.0,1106015,17.356380219447367
21044,5149630,135572,0,1,12.0,3,10.0,1,5937818.0,6,2,1,9,12.0,4,0.9176823176823321,1.0,1.0,0,46.0,1.0,1381097,12.446790063149184
241570,5282598,101262,0,2,2.0,2,10.0,2,6435625.0,7,3,4,6,20.0,3,0.93426573426573,0.0,1.0,0,600.0,2.0,1690259,16.886962888010842
130333,5277309,33597,0,1,8.0,0,,2,9883508.0,11,2,0,6,20.0,2,0.9345654345654312,0.0,0.0,1,340.0,2.0,1189464,19.59938963148125
60005,5261425,123973,0,1,7.0,5,17.0,2,3758863.0,4,2,0,2,19.0,0,0.9230769230769366,0.0,0.0,0,,,1646233,17.777027670905227
