Unnamed: 0,VEHICLE_ID,BASE_CUSTOMER_ID,GENDER_ID,MARITAL_STATUS_ID,BIRTH_DATE,FK_ADDRESS_COMMUNICATION_CITY,OCCUPATION,FK_RELATION_STATUS_ID,SALESFILE_ID,SF_CREATE_DATE,STATUS,REQ_BRAND_CODE,REQ_TOPMODEL_CODE,TRAFFIC_DATE,BRAND_CODE,BASEMODEL_CODE,MOTOR_GAS_TYPE,GEAR_BOX_TYPE,IS_MAINTENANCE,TOTAL_AMOUNT_TL,TOTAL_AMOUNT_GROUP,CUSTOMER_ID,BIRTH_DATE_imputed
132855,5173959,73758,0,1,16.0,4,19.0,2,144284.0,0,1,0,2,15.0,2,0.921278721278712,0.0,0.0,0,357.0,2.0,1225033,16.04845690408286
137866,5285354,67130,0,2,15.0,4,30.0,2,8618493.0,9,3,1,9,21.0,4,0.9921078921078876,1.0,0.0,0,40.0,1.0,1053295,15.101416411228318
126901,5248017,183495,0,2,3.0,1,2.0,2,3459686.0,4,1,2,2,19.0,0,0.9339660339660434,0.0,0.0,0,997.0,4.0,1656518,3.038261462973619
180841,5174000,166718,1,1,3.0,2,1.0,1,161074.0,0,1,3,3,15.0,3,0.9367632367632276,0.0,0.0,1,168.0,1.0,1501763,2.9879159980600773
79551,5051351,8732,0,1,21.0,3,3.0,1,6213484.0,6,2,0,2,6.0,2,0.9209790209790436,1.0,0.0,1,91.0,1.0,1078334,21.069852636226486
153580,5197247,177501,0,2,1.0,6,2.0,2,8973527.0,9,1,4,5,16.0,2,0.9380619380619356,1.0,0.0,1,334.0,2.0,1553794,1.0525779428897373
27706,5300907,162038,0,1,6.0,1,12.0,1,5793524.0,6,1,3,3,21.0,3,0.934265734265732,0.0,0.0,0,246.0,1.0,1480099,6.0179618426570345
43032,5214891,164335,0,1,16.0,0,17.0,2,127814.0,0,1,3,1,17.0,2,0.9073926073926089,0.0,0.0,1,265.0,1.0,1585234,15.986657886174182
31885,5321999,27150,0,2,7.0,2,47.0,1,840478.0,1,3,0,0,23.0,2,0.958641358641368,0.0,1.0,1,1969.0,7.0,1128362,7.002862978907588
255227,5272206,34667,0,1,7.0,1,21.0,1,7993754.0,8,2,1,9,20.0,2,0.9345654345654344,0.0,1.0,1,1975.0,7.0,1149483,7.001089542243557
4172,5173231,4051,1,1,14.0,0,3.0,2,8343229.0,8,3,2,2,15.0,2,0.9347652347652272,0.0,1.0,0,2955.0,10.0,1501672,14.025212484480333
46370,5188997,88400,0,1,14.0,4,,1,1277944.0,2,2,4,5,17.0,1,0.9502497502497552,1.0,1.0,1,379.0,2.0,1046922,14.011965933800374
201521,5105510,60351,0,1,10.0,2,15.0,2,1856401.0,2,2,1,1,10.0,2,0.9212787212787108,0.0,1.0,0,148.0,1.0,1179255,10.007344205413489
108172,5300227,131315,0,0,13.0,6,,1,9041281.0,10,3,4,7,21.0,1,0.9515484515484424,0.0,1.0,1,674.0,3.0,1470322,12.989971348895576
69643,5276090,113805,0,1,15.0,0,13.0,2,4743640.0,5,1,2,8,20.0,0,0.9806193806193768,1.0,0.0,1,372.0,2.0,1713000,15.018398288358476
192621,5204979,73216,0,1,20.0,4,55.0,1,2035091.0,3,2,4,2,17.0,1,0.9501498501498516,1.0,1.0,1,856.0,3.0,1571962,20.035220768906843
31900,5321999,27150,0,2,7.0,2,47.0,1,7955217.0,8,3,0,5,23.0,2,0.958641358641368,0.0,1.0,1,1969.0,7.0,1128362,7.000613173854971
242771,5271714,94709,0,1,13.0,0,40.0,1,2571083.0,3,3,0,3,20.0,2,0.93456543456543,0.0,0.0,1,377.0,2.0,1157073,13.032545335315127
126583,5277198,53595,0,1,19.0,0,3.0,1,5023925.0,5,1,4,5,21.0,1,0.9514485514485532,1.0,1.0,1,552.0,2.0,1720556,19.011471157710517
32289,5204839,158355,0,1,7.0,0,2.0,2,6231794.0,6,2,2,2,16.0,2,0.9380619380619512,1.0,0.0,0,399.0,2.0,1468285,7.03842433937487
170414,5185696,170374,0,1,9.0,0,8.0,1,2853852.0,3,3,3,3,16.0,3,0.9366633366633368,0.0,1.0,0,1982.0,7.0,1537015,8.98686324438651
246294,5217903,83449,0,1,7.0,2,11.0,2,3819861.0,4,3,4,5,17.0,1,0.9288711288711468,1.0,1.0,0,110.0,1.0,1148008,7.035974609183324
69602,5249314,25688,1,1,16.0,2,3.0,1,3138064.0,4,1,0,3,19.0,2,0.9380619380619536,0.0,1.0,0,302.0,2.0,1075947,16.095258372289045
89937,5054434,165189,0,1,13.0,2,,2,3248114.0,4,3,0,0,8.0,2,0.91058941058949,1.0,0.0,0,,,1052269,12.995914159608018
15091,5068389,63073,0,1,20.0,4,,1,4043972.0,5,2,2,3,9.0,2,0.9108891108891152,0.0,1.0,0,,,1056507,20.050541650776474
212300,5113316,40274,0,1,19.0,2,3.0,1,10372984.0,11,2,0,6,10.0,2,0.9563436563436588,0.0,0.0,0,18.0,1.0,1183621,19.098973932257934
146848,5289168,86602,0,1,14.0,2,24.0,1,5238878.0,6,1,2,2,21.0,0,0.9807192807192864,0.0,0.0,0,303.0,2.0,1727370,14.076435606370673
60923,5336575,131557,0,0,,3,,1,9047954.0,10,3,4,5,25.0,1,0.9513486513486524,0.0,1.0,1,1181.0,4.0,1650645,10.173310908847656
199367,5167270,158849,1,1,8.0,1,14.0,1,8393589.0,9,3,0,6,14.0,2,0.9380619380619559,0.0,0.0,0,208.0,1.0,1469884,7.990962054394805
4223,5272985,184390,0,0,,3,,2,3738082.0,4,2,2,3,20.0,0,0.9339660339660328,0.0,0.0,0,423.0,2.0,1706987,10.211800956853704
192728,5164431,170548,0,2,12.0,0,23.0,2,279927.0,0,1,3,2,15.0,3,0.9225774225774264,0.0,0.0,0,127.0,1.0,1519590,11.998341077663135
163222,5240493,36877,0,0,,6,,2,7697449.0,8,3,0,2,19.0,1,0.9505494505494534,1.0,1.0,0,304.0,2.0,1261768,10.210400042570845
101301,5173292,164783,0,1,6.0,4,30.0,1,118477.0,0,1,3,3,15.0,3,0.9367632367632276,0.0,0.0,0,,,1491355,5.993475471900243
198613,5248491,15582,0,2,8.0,0,13.0,1,3399524.0,4,1,4,5,19.0,1,0.9510489510489576,1.0,1.0,1,537.0,2.0,1356906,8.003075360348413
235498,5335050,9510,0,1,6.0,0,10.0,2,298394.0,0,1,4,5,24.0,2,0.9586413586413586,0.0,1.0,0,363.0,2.0,1821250,6.044101694994498
172117,5240922,40406,1,1,8.0,0,7.0,2,400593.0,0,3,4,5,19.0,2,0.9335664335664348,0.0,1.0,0,57.0,1.0,1671905,8.000230382472134
160117,5164435,119252,0,1,12.0,0,30.0,1,240122.0,0,1,3,2,15.0,3,0.9225774225774264,0.0,0.0,1,180.0,1.0,1253118,12.00193426458453
108054,5164925,36565,0,1,9.0,0,2.0,2,1610234.0,2,2,4,5,14.0,1,0.9502497502497482,1.0,1.0,0,23.0,1.0,1412679,9.004867725710923
27962,5217881,1484,0,2,5.0,3,2.0,2,10209707.0,11,2,1,9,17.0,2,0.9345654345654514,1.0,1.0,0,,,1594330,5.037329323869182
95876,5259914,77129,1,1,15.0,4,2.0,1,3750010.0,4,1,1,1,19.0,4,0.9151848151848236,1.0,0.0,0,74.0,1.0,1143473,15.092554693487502
10384,5262283,156482,1,1,6.0,6,26.0,1,7335887.0,7,3,3,7,20.0,3,0.935564435564434,1.0,1.0,0,714.0,3.0,1679846,6.007163008534129
236016,5225588,186576,0,1,9.0,0,12.0,2,6074379.0,6,2,0,3,18.0,3,0.9368631368631379,0.0,1.0,0,25.0,1.0,1604798,9.011939897711766
252985,5331607,129747,0,1,2.0,0,26.0,1,8838442.0,9,1,4,5,24.0,1,0.9512487512487372,0.0,1.0,0,1001.0,4.0,1357861,2.031934968057426
8026,5309975,101733,0,1,15.0,1,,2,6642277.0,7,3,1,9,22.0,4,0.9921078921078914,1.0,1.0,1,636.0,3.0,1768183,15.019048404637584
162657,5147432,93709,0,1,20.0,0,,1,5717734.0,6,3,1,9,12.0,4,0.9436563436563552,1.0,0.0,1,285.0,1.0,1375652,20.040639171664942
47854,5182007,101306,0,1,15.0,2,,2,183601.0,0,2,0,3,15.0,4,0.9421578421578468,1.0,0.0,1,239.0,1.0,1519600,15.019201440859039
124418,5325436,79413,0,1,11.0,1,17.0,1,1580101.0,2,3,1,1,23.0,4,0.9891108891108672,1.0,1.0,1,619.0,3.0,1175319,10.989872938632796
201391,5323864,156316,0,1,3.0,4,1.0,1,8243382.0,8,1,3,3,23.0,3,0.9342657342657348,0.0,1.0,0,,,1804148,3.0337399905510347
257241,5249699,109850,0,1,12.0,0,33.0,1,5803454.0,6,2,0,3,19.0,1,0.9510489510489571,1.0,1.0,0,608.0,3.0,1477703,12.021262854419007
240863,5179887,170673,0,1,5.0,1,12.0,1,285302.0,0,1,3,3,15.0,3,0.9367632367632276,0.0,0.0,0,,,1520056,4.997424266138824
71725,5327061,160996,0,1,4.0,0,14.0,2,8221161.0,8,1,2,8,23.0,0,0.9810189810189754,1.0,0.0,0,95.0,1.0,1803787,4.057170296849211
257874,5267589,164769,0,1,17.0,1,3.0,1,4138748.0,5,1,0,3,20.0,2,0.9345654345654304,0.0,0.0,1,357.0,2.0,1695410,17.071047237135467
32946,5171326,167626,1,2,6.0,0,15.0,2,10240188.0,11,5,0,6,15.0,3,0.9367632367632328,0.0,0.0,1,245.0,1.0,1505138,5.994227132890205
254696,5273936,112034,0,1,21.0,0,3.0,1,248671.0,0,2,4,5,20.0,1,0.9493506493506616,1.0,1.0,1,484.0,2.0,1225995,20.999645831324084
245598,5197538,173786,0,1,6.0,2,4.0,2,406152.0,0,1,3,3,16.0,3,0.9367632367632276,0.0,0.0,1,206.0,1.0,1530687,6.025721814668209
29916,5215155,131195,0,1,6.0,2,2.0,1,1974734.0,3,1,3,1,18.0,3,0.9113886113885952,1.0,1.0,1,226.0,1.0,1596815,6.029509748811267
18135,5290927,51679,0,1,15.0,1,28.0,2,5707936.0,6,2,1,9,21.0,4,0.9891108891108672,1.0,1.0,1,398.0,2.0,1266672,15.021644267160895
175429,5284144,72581,0,1,9.0,6,2.0,2,6124458.0,6,3,0,2,21.0,2,0.9221778221778196,1.0,1.0,0,61.0,1.0,1050616,9.055828499793057
235226,5103242,96775,0,1,12.0,6,2.0,1,3723517.0,4,2,1,4,10.0,4,0.9436563436562542,1.0,0.0,0,2675.0,9.0,1161541,12.038710565806158
82623,5305599,177634,0,0,,2,,1,4004425.0,5,2,1,1,22.0,0,0.9235764235764314,0.0,0.0,0,170.0,1.0,1762510,10.201552483197556
112518,5232136,159871,0,2,2.0,4,2.0,1,2431292.0,3,1,4,5,18.0,1,0.9493506493506616,1.0,1.0,0,,,1610639,2.0201931776677426
238904,5175658,52021,0,0,,5,,1,1104866.0,1,2,0,3,15.0,2,0.9212787212787092,0.0,1.0,0,18.0,1.0,1504624,10.188824740051007
16058,5171024,55671,0,1,11.0,4,2.0,1,1732507.0,2,3,0,3,15.0,4,0.9421578421578328,1.0,0.0,1,303.0,2.0,1205568,11.024317235365189
197665,5258615,83580,0,1,6.0,5,22.0,2,3996831.0,5,1,4,5,20.0,1,0.9514485514485532,1.0,1.0,0,79.0,1.0,1684326,6.047585282667071
69652,5203625,62570,0,1,8.0,0,12.0,2,7720219.0,8,5,4,5,16.0,1,0.950149850149844,0.0,0.0,0,37.0,1.0,1246694,8.004988456947626
20913,5300335,40204,0,1,16.0,0,3.0,1,6389262.0,7,3,0,3,22.0,2,0.9586413586413586,1.0,1.0,1,467.0,2.0,1071612,16.030640841414563
199320,5239681,178840,0,1,8.0,6,2.0,2,5991335.0,6,1,2,8,18.0,2,0.9345654345654404,0.0,1.0,0,,,1561546,8.019718337093613
108357,5259952,84668,0,1,13.0,4,3.0,2,8958798.0,9,1,4,5,19.0,4,0.9151848151848272,1.0,0.0,1,344.0,2.0,1032040,13.008822995017326
180947,5263360,188128,0,1,7.0,1,27.0,1,3941604.0,5,1,2,3,20.0,0,0.9349650349650426,0.0,0.0,1,296.0,1.0,1683122,7.004929830883429
193957,5292472,174582,0,2,2.0,4,12.0,2,2022276.0,3,2,0,0,21.0,3,0.9342657342657382,0.0,1.0,0,1826.0,7.0,1533472,2.051638669231707
180043,5332277,159889,0,1,6.0,0,30.0,2,8408469.0,9,1,0,2,24.0,1,0.9729270729270678,1.0,1.0,0,1088.0,4.0,1473311,6.06040321686213
156136,5300157,8393,0,1,5.0,3,34.0,2,4634415.0,5,2,0,0,21.0,2,0.958641358641368,0.0,1.0,0,229.0,1.0,1569146,5.03927967270651
158096,5156276,154002,1,2,5.0,0,49.0,2,3085311.0,4,3,4,5,14.0,1,0.9345042752386302,0.0,1.0,0,,,1453269,4.991408101598429
211159,5180894,171489,1,2,4.0,2,1.0,1,315671.0,0,1,3,1,15.0,3,0.9367632367632276,0.0,0.0,1,237.0,1.0,1522930,3.9808098249367614
213359,5178870,172293,1,1,5.0,0,14.0,2,3527331.0,4,3,3,3,15.0,3,0.9113886113886128,0.0,0.0,0,541.0,2.0,1525724,5.014841053853406
72651,5224622,122715,1,2,14.0,0,9.0,2,4893538.0,5,1,0,3,18.0,2,0.9380619380619536,0.0,1.0,0,55.0,1.0,1335629,14.087412215653085
33372,5209667,23138,0,1,8.0,1,8.0,2,7461201.0,8,2,0,6,17.0,2,0.9191808191808328,1.0,0.0,1,247.0,1.0,1574657,8.04116469509039
150701,5166677,14823,0,1,10.0,2,1.0,2,426708.0,1,2,4,5,16.0,1,0.9502497502497552,1.0,1.0,0,,,1381469,10.000863107051806
191914,5284408,13221,0,1,7.0,0,,2,624531.0,1,2,0,3,21.0,2,0.9345654345654464,1.0,1.0,0,151.0,1.0,1411244,7.046676501188503
76143,5159145,151606,0,1,7.0,0,12.0,1,6096036.0,6,1,0,5,14.0,3,0.9367632367632358,0.0,0.0,1,,,1445676,6.986716219233832
62672,5258632,143282,0,1,13.0,3,48.0,1,1986485.0,3,2,0,3,19.0,1,0.9514485514485505,1.0,1.0,1,414.0,2.0,1589707,13.036846458591782
219006,5263056,116288,1,2,10.0,0,14.0,1,3943816.0,5,1,4,5,20.0,1,0.9510489510489571,1.0,1.0,0,103.0,1.0,1680953,10.050474584213836
76676,5236758,21430,0,1,11.0,1,2.0,1,2923386.0,4,3,1,4,19.0,4,0.942557442557454,1.0,0.0,1,390.0,2.0,1651012,11.005814667165872
105455,5304308,157105,0,0,,4,,1,3501745.0,4,2,0,3,22.0,1,0.9512487512487514,1.0,1.0,1,610.0,3.0,1761528,10.194904046415857
222231,5123329,121152,0,1,5.0,2,22.0,1,3985171.0,5,2,4,5,11.0,1,0.9501498501498492,0.0,0.0,0,678.0,3.0,1270492,4.973014988816901
253315,5169267,157857,0,1,20.0,2,3.0,1,2295588.0,3,3,4,5,14.0,1,0.9285714285714258,1.0,1.0,1,228.0,1.0,1466500,20.000146707986822
190913,5184903,174008,0,1,6.0,1,21.0,1,412877.0,1,1,3,3,16.0,3,0.9367632367632276,0.0,0.0,1,159.0,1.0,1531416,5.997800183466673
71480,5267024,181507,0,1,4.0,4,10.0,2,4226063.0,5,1,2,3,20.0,0,0.9339660339660434,1.0,0.0,1,713.0,3.0,1696871,4.061419640953195
253978,5180867,170176,1,1,5.0,3,14.0,1,263849.0,0,3,0,3,15.0,3,0.9367632367632299,0.0,0.0,0,151.0,1.0,1514690,4.9780404451868305
7607,5207936,51866,0,1,9.0,0,5.0,1,1423860.0,2,1,1,1,17.0,4,0.916483516483504,1.0,0.0,1,459.0,2.0,1253304,9.018007697593799
205542,5309909,147344,1,2,10.0,0,12.0,1,10229609.0,11,5,3,7,22.0,3,0.937762237762234,0.0,0.0,0,280.0,1.0,1424026,10.027530999077252
236397,5192321,90008,0,1,16.0,1,21.0,1,2951811.0,4,2,1,4,16.0,4,0.942557442557454,1.0,0.0,0,251.0,1.0,1031958,16.039956489902472
135379,5169712,155200,0,2,2.0,0,42.0,2,6615504.0,7,3,4,6,15.0,2,0.9073926073926089,0.0,0.0,0,286.0,1.0,1457392,2.0322358625830663
19330,5305571,179316,1,2,9.0,6,33.0,1,5742096.0,6,1,3,3,22.0,0,0.9339660339660354,0.0,0.0,0,491.0,2.0,1564161,9.063476571258844
68002,5221186,30660,0,1,8.0,5,14.0,1,1427935.0,2,3,0,3,17.0,2,0.9345654345654312,0.0,0.0,1,282.0,1.0,1577926,7.989599255336273
125677,5309227,88047,0,1,10.0,6,5.0,2,6174051.0,6,3,1,9,22.0,0,0.9235764235763844,0.0,0.0,0,333.0,2.0,1776116,10.023870463273623
41810,5310494,76109,0,1,10.0,0,10.0,1,6210169.0,6,3,2,2,22.0,0,0.9809190809190796,0.0,0.0,0,,,1738528,9.977357268419741
32571,5301617,176930,0,0,,0,,1,6631150.0,7,2,2,3,22.0,0,0.9349650349650344,0.0,0.0,1,467.0,2.0,1767708,10.186552569272417
52717,5163443,157399,1,1,8.0,1,2.0,1,2595145.0,3,3,4,5,14.0,1,0.9501498501498488,0.0,0.0,0,967.0,4.0,1465339,7.956240379511027
30538,5280116,44557,0,2,2.0,0,,1,4032002.0,5,2,4,5,20.0,1,0.9510489510489571,1.0,1.0,0,842.0,3.0,1719378,2.026395747229758
124925,5211125,126984,0,2,3.0,0,17.0,2,10023821.0,11,3,1,9,17.0,1,0.9493506493506616,1.0,1.0,0,15.0,1.0,1587491,3.037243714568535
39373,5262290,163272,0,1,2.0,1,33.0,1,7501739.0,8,5,3,3,20.0,3,0.9368631368631379,0.0,0.0,1,285.0,1.0,1486236,2.0212558013558084
155177,5288387,120214,1,1,8.0,4,1.0,1,5656620.0,6,3,3,3,21.0,3,0.9342657342657408,0.0,1.0,1,375.0,2.0,1262379,7.989619247850166
247298,5108698,100714,0,1,21.0,4,3.0,2,1995616.0,3,3,1,1,10.0,4,0.9176823176822166,1.0,0.0,1,190.0,1.0,1172010,21.034060570778742
137872,5285354,67130,0,2,15.0,4,30.0,2,9014106.0,9,3,1,9,21.0,4,0.9921078921078876,1.0,0.0,0,40.0,1.0,1053295,15.101416411228318
117201,5147095,69148,0,1,12.0,0,22.0,2,240372.0,0,2,4,2,12.0,1,0.9501498501498432,0.0,1.0,0,61.0,1.0,1268918,11.9838463612597
48318,5138350,87600,0,1,10.0,0,2.0,2,7110795.0,7,1,1,9,12.0,4,0.9436563436562542,1.0,0.0,0,3863.0,13.0,1299866,9.993149520549485
253149,5167105,157587,1,1,9.0,0,14.0,1,783529.0,1,2,4,5,14.0,1,0.9501498501498488,0.0,0.0,1,245.0,1.0,1465659,8.969967700343497
158974,5312711,140339,0,1,3.0,0,33.0,1,7128627.0,7,1,3,7,22.0,3,0.9756243756243768,0.0,0.0,1,506.0,2.0,1781600,3.0183408645982546
217836,5103455,37579,0,1,15.0,1,3.0,1,2304517.0,3,3,1,4,10.0,4,0.9432567432567928,1.0,0.0,1,330.0,2.0,1161039,15.026756597476087
196634,5207620,72832,0,1,11.0,1,48.0,2,1526717.0,2,1,4,2,17.0,1,0.9288711288711468,1.0,1.0,0,79.0,1.0,1581754,10.970014043771533
227556,5203014,11241,0,1,18.0,2,3.0,2,177406.0,0,2,0,3,16.0,2,0.9347652347652308,0.0,0.0,1,399.0,2.0,1072372,18.03933732713063
209968,5192096,47433,0,1,13.0,0,3.0,2,2062200.0,3,2,0,3,16.0,2,0.9380619380619559,0.0,0.0,1,201.0,1.0,1539115,13.014962566585922
59330,5225626,170693,0,1,7.0,3,17.0,1,298167.0,0,1,0,3,18.0,3,0.9367632367632288,0.0,1.0,0,60.0,1.0,1603010,6.999164507668425
202909,5328828,164710,0,1,10.0,3,12.0,1,8149116.0,8,2,3,3,23.0,3,0.9342657342657308,0.0,1.0,0,214.0,1.0,1802463,9.990425288827256
140919,5296449,195423,0,1,3.0,1,1.0,1,5691992.0,6,1,2,8,21.0,0,0.9805194805194862,1.0,0.0,1,556.0,2.0,1744816,3.0246245548641237
126738,5173805,47876,0,1,16.0,0,10.0,2,148065.0,0,1,4,5,15.0,1,0.9493506493506596,0.0,1.0,0,714.0,3.0,1201854,15.979337461806582
139908,5208732,73682,0,2,9.0,1,10.0,2,2229251.0,3,3,4,5,18.0,1,0.9505494505494456,1.0,1.0,0,3743.0,13.0,1371653,9.015480154812208
197575,5266203,33040,0,1,10.0,3,9.0,1,4345958.0,5,3,1,1,20.0,4,0.9887112887112884,1.0,1.0,0,423.0,2.0,1697725,9.997361109006729
161669,5306499,54427,0,1,16.0,0,9.0,1,3519799.0,4,3,0,2,22.0,2,0.922177822177818,0.0,0.0,1,631.0,3.0,1347488,16.039423739748088
114198,5208549,53578,0,1,11.0,0,2.0,2,6290512.0,7,2,1,9,17.0,4,0.9421578421578468,1.0,0.0,0,665.0,3.0,1574118,11.002102747724917
143484,5309367,141879,0,0,2.0,4,,1,10010895.0,11,3,2,8,22.0,0,0.9809190809190798,0.0,0.0,0,1210.0,5.0,1715836,2.0165013226561985
128444,5274517,94702,0,1,13.0,0,48.0,2,3394059.0,4,3,1,4,20.0,4,0.9921078921078944,1.0,0.0,1,408.0,2.0,1156955,13.016534639800671
186574,5240714,132354,0,1,13.0,5,,1,8433087.0,9,3,4,3,18.0,1,0.9288711288711468,1.0,1.0,0,1589.0,6.0,1649939,13.028871890676088
80809,5276631,104547,0,1,15.0,0,46.0,1,4675265.0,5,1,2,2,20.0,0,0.9235764235764232,1.0,0.0,0,41.0,1.0,1712232,15.017119342793466
11691,5102157,46784,0,1,6.0,0,12.0,1,2798517.0,3,3,1,4,10.0,2,0.9212787212786872,0.0,0.0,1,358.0,2.0,1168159,5.974551047274683
99706,5213729,85435,0,1,8.0,0,12.0,1,6723527.0,7,5,3,3,17.0,3,0.9113886113886146,0.0,0.0,0,411.0,2.0,1154274,7.995945080609349
207080,5208591,147342,1,2,3.0,0,49.0,1,1288567.0,2,1,4,5,17.0,1,0.9501498501498516,1.0,1.0,0,,,1423473,2.99779834082668
222807,5145645,134636,0,1,10.0,0,12.0,1,3403203.0,4,3,1,1,12.0,4,0.9432567432567928,1.0,0.0,1,305.0,2.0,1378025,10.006330700023945
43304,5118331,112984,0,1,9.0,0,12.0,1,8131632.0,8,2,4,5,11.0,2,0.9563436563436524,0.0,0.0,0,1335.0,5.0,1216780,8.974314561889347
171858,5300135,189071,0,1,10.0,0,14.0,2,7852501.0,8,3,2,8,22.0,3,0.9342657342657328,0.0,0.0,1,406.0,2.0,1619344,10.041358950759253
40036,5268869,20043,0,1,8.0,2,26.0,1,8645185.0,9,3,0,6,20.0,2,0.9345654345654312,0.0,0.0,1,341.0,2.0,1034036,8.000325310955366
133520,5072989,40131,0,2,2.0,1,,1,3428059.0,4,2,0,3,9.0,2,0.9561438561438801,1.0,0.0,1,170.0,1.0,1089763,1.9896509450048416
210969,5286728,185196,0,2,1.0,0,38.0,2,5708606.0,6,3,0,0,21.0,0,0.9806193806193808,0.0,0.0,1,385.0,2.0,1726883,1.038671207758206
196956,5190030,94072,0,1,11.0,3,16.0,2,343666.0,0,1,1,1,16.0,4,0.9151848151848272,1.0,0.0,0,303.0,2.0,1178810,10.984267339782383
56781,5319055,187254,0,0,,4,,1,7964639.0,8,2,4,5,22.0,0,0.9339660339660372,0.0,0.0,0,275.0,1.0,1785801,10.185826725953275
202549,5325892,115918,0,2,13.0,1,10.0,1,8014506.0,8,1,3,3,23.0,3,0.9342657342657308,0.0,1.0,0,,,1093545,13.023720725981393
192060,5258923,40369,0,1,11.0,0,12.0,2,2613977.0,3,2,0,0,20.0,2,0.9352647352647412,0.0,1.0,1,325.0,2.0,1535881,11.012194076985669
43706,5236723,79503,0,1,3.0,2,26.0,1,2635776.0,3,3,3,3,18.0,2,0.9345654345654514,1.0,1.0,1,642.0,3.0,1106015,3.0270599019521507
21044,5149630,135572,0,1,12.0,3,10.0,1,5937818.0,6,2,1,9,12.0,4,0.9176823176823321,1.0,1.0,0,46.0,1.0,1381097,12.02671980389454
241570,5282598,101262,0,2,2.0,2,10.0,2,6435625.0,7,3,4,6,20.0,3,0.93426573426573,0.0,1.0,0,600.0,2.0,1690259,2.04276141773909
130333,5277309,33597,0,1,8.0,0,,2,9883508.0,11,2,0,6,20.0,2,0.9345654345654312,0.0,0.0,1,340.0,2.0,1189464,8.038327052596907
