Id,Expected
11435,1.0
11444,2.0
11494,1.0
11543,1.0
11553,1.0
11559,2.0
11607,1.0
11631,2.0
11663,1.0
11710,2.0
11718,2.0
11722,1.0
11730,1.0
11761,1.0
11773,1.0
11815,1.0
11858,1.0
11868,2.0
11872,1.0
11902,1.0
11912,1.0
11957,1.0
11959,1.0
11980,1.0
11983,2.0
11993,1.0
11996,2.0
12001,1.0
12017,1.0
12022,1.0
12025,2.0
12048,1.0
12052,1.0
12053,1.0
12054,1.0
12071,1.0
12090,1.0
12110,1.0
12145,1.0
12180,1.0
12201,1.0
12263,1.0
12294,1.0
12324,1.0
12364,1.0
12421,1.0
12451,2.0
12455,1.0
12456,1.0
12465,1.0
12485,1.0
12515,1.0
12563,1.0
12625,1.0
12652,2.0
12655,1.0
12659,1.0
12747,1.0
12772,2.0
12783,1.0
12786,1.0
12808,1.0
12820,1.0
12823,1.0
12827,2.0
12831,1.0
12846,1.0
12867,1.0
12870,1.0
12879,1.0
12889,1.0
12904,1.0
12976,1.0
12981,1.0
12999,1.0
13003,1.0
13008,2.0
13038,1.0
13066,1.0
13116,1.0
13120,2.0
13130,2.0
13174,1.0
13208,1.0
13221,2.0
13475,1.0
13518,1.0
13524,2.0
13525,1.0
13533,2.0
13545,1.0
13555,1.0
13562,1.0
13612,1.0
13669,1.0
13685,1.0
13715,1.0
13724,2.0
13758,1.0
13769,2.0
13776,1.0
13785,1.0
13789,2.0
13802,2.0
13815,1.0
13818,1.0
13828,1.0
13871,1.0
13879,1.0
13905,1.0
13906,1.0
13914,1.0
13920,1.0
13949,1.0
13974,1.0
14004,1.0
14019,1.0
14033,1.0
14040,2.0
14088,2.0
14144,2.0
14167,1.0
14171,1.0
14173,1.0
14245,2.0
14261,1.0
14268,1.0
14286,1.0
14304,1.0
14318,1.0
14323,2.0
14328,1.0
14384,1.0
14398,1.0
14432,1.0
14543,1.0
14563,2.0
14572,2.0
14654,1.0
14735,1.0
14766,1.0
14774,1.0
14777,2.0
14787,1.0
14813,1.0
14841,2.0
14851,1.0
14857,1.0
14877,1.0
14898,1.0
14927,1.0
14929,2.0
14951,1.0
14952,1.0
14958,1.0
14960,1.0
14965,1.0
15016,2.0
15024,1.0
15027,1.0
15048,1.0
15065,1.0
15118,1.0
15128,1.0
15136,1.0
15140,1.0
15151,1.0
15235,1.0
15288,1.0
15292,1.0
15294,1.0
15300,2.0
15314,1.0
15327,1.0
15377,2.0
15388,1.0
15392,1.0
15397,1.0
15417,2.0
15433,1.0
15445,1.0
15505,2.0
15532,1.0
15535,1.0
15561,1.0
15582,1.0
15596,1.0
15605,1.0
15609,1.0
15639,1.0
15698,1.0
15703,1.0
15707,1.0
15710,1.0
15733,1.0
15745,2.0
15758,1.0
15790,2.0
15832,1.0
15840,1.0
15858,1.0
15947,1.0
15966,2.0
15967,1.0
15970,1.0
15974,1.0
15979,1.0
15995,1.0
16002,1.0
16004,1.0
16005,1.0
16023,1.0
16024,2.0
16026,1.0
16037,1.0
16049,1.0
16081,1.0
16091,2.0
16094,1.0
16098,1.0
16125,1.0
16139,2.0
16143,1.0
16152,1.0
16164,1.0
16165,1.0
16167,2.0
16186,1.0
16218,2.0
16230,2.0
16234,1.0
16237,1.0
16241,2.0
16244,1.0
16254,2.0
16256,1.0
16257,2.0
16276,1.0
16279,2.0
16286,1.0
16298,1.0
16304,1.0
16311,1.0
16312,1.0
16322,1.0
16334,1.0
16336,1.0
16343,1.0
16353,1.0
16358,1.0
16361,1.0
16363,1.0
16386,2.0
16391,2.0
16431,1.0
16472,1.0
16479,1.0
16499,2.0
16524,1.0
16538,1.0
16568,1.0
16603,1.0
16632,1.0
16639,1.0
16648,1.0
16652,1.0
16748,1.0
16749,1.0
16757,1.0
16808,2.0
16814,1.0
16820,2.0
16829,1.0
16837,2.0
16913,1.0
16934,1.0
16946,1.0
16968,1.0
16970,1.0
16972,2.0
17083,1.0
17090,1.0
17148,1.0
17153,1.0
17157,2.0
17169,1.0
17233,2.0
17251,1.0
17294,1.0
17315,1.0
17337,1.0
17349,1.0
17369,1.0
17395,1.0
17408,1.0
17415,2.0
17420,1.0
17421,1.0
17427,2.0
17505,1.0
17534,1.0
17647,1.0
17739,1.0
17775,2.0
17800,1.0
17819,2.0
17838,1.0
17872,2.0
17884,1.0
17898,1.0
17911,1.0
17942,1.0
17951,1.0
17976,1.0
17989,2.0
18015,2.0
18054,1.0
18073,1.0
18075,1.0
18077,1.0
18079,1.0
18094,1.0
18123,1.0
18185,1.0
18187,1.0
18254,1.0
18266,1.0
18295,1.0
18305,2.0
18324,1.0
18373,1.0
18440,1.0
18450,1.0
18487,2.0
18515,1.0
18544,2.0
18564,2.0
18582,2.0
18586,1.0
18647,2.0
18653,1.0
18662,1.0
18668,1.0
18699,1.0
18700,2.0
18704,1.0
18720,1.0
18723,1.0
18727,1.0
18757,1.0
18767,2.0
18784,2.0
18790,1.0
18842,1.0
18895,1.0
18919,1.0
18920,1.0
18933,1.0
18957,2.0
18969,2.0
19003,1.0
19016,1.0
19031,1.0
19045,2.0
19073,1.0
19145,1.0
19155,1.0
19175,1.0
19219,1.0
19264,1.0
19274,1.0
19290,1.0
19296,1.0
19327,1.0
19342,1.0
19360,1.0
19361,1.0
19381,1.0
19389,1.0
19426,1.0
19438,1.0
19452,2.0
19461,1.0
19478,1.0
19483,1.0
19491,1.0
19509,2.0
19535,1.0
19573,2.0
19603,1.0
19609,1.0
19637,2.0
19658,1.0
19741,1.0
19758,1.0
19791,1.0
19795,1.0
19839,2.0
19856,2.0
19860,1.0
19879,1.0
19903,2.0
19904,2.0
19929,1.0
19955,1.0
19961,1.0
19962,1.0
19964,1.0
20000,1.0
20031,1.0
20032,1.0
20072,1.0
20101,1.0
20103,2.0
20113,1.0
20146,1.0
20153,1.0
20154,1.0
20158,1.0
20161,1.0
20170,1.0
20173,1.0
20187,1.0
20188,1.0
20190,2.0
20192,2.0
20206,1.0
20207,2.0
20231,2.0
20234,1.0
20242,1.0
20275,1.0
20278,2.0
20293,1.0
20299,2.0
20332,1.0
20334,1.0
20390,1.0
20429,2.0
20441,1.0
20475,1.0
20492,1.0
20514,2.0
20518,2.0
20525,1.0
20530,1.0
20552,1.0
20564,1.0
20603,1.0
20650,1.0
20657,2.0
20678,2.0
20687,1.0
20695,2.0
20725,1.0
20761,1.0
20767,1.0
20831,1.0
20853,1.0
20878,1.0
20889,1.0
20892,1.0
20918,2.0
20930,2.0
20942,2.0
20953,2.0
20959,2.0
20989,1.0
20999,1.0
21025,1.0
21074,1.0
21117,1.0
21124,1.0
21140,1.0
21141,1.0
21199,1.0
21200,1.0
21211,1.0
21224,1.0
21244,2.0
21246,1.0
21253,1.0
21255,1.0
21257,1.0
21262,1.0
21266,1.0
21272,1.0
21273,1.0
21278,1.0
21285,1.0
21384,1.0
21394,1.0
21447,1.0
21481,1.0
21548,2.0
21556,1.0
21605,1.0
21615,1.0
21629,1.0
21631,2.0
21655,1.0
21656,1.0
21664,1.0
21669,1.0
21701,1.0
21706,1.0
21734,1.0
21735,1.0
21755,1.0
21773,1.0
21803,1.0
21849,1.0
21880,1.0
21904,2.0
21953,1.0
21983,1.0
22036,1.0
22095,1.0
22185,1.0
22205,2.0
22236,1.0
22260,2.0
22304,1.0
22313,1.0
22327,1.0
22336,1.0
22356,1.0
22388,1.0
22426,2.0
22463,1.0
22481,1.0
22495,1.0
22520,1.0
22540,1.0
22579,1.0
22593,1.0
22634,1.0
22638,1.0
22644,1.0
22652,1.0
22653,1.0
22659,1.0
22665,1.0
22666,1.0
22736,2.0
22737,1.0
22738,1.0
22761,1.0
22770,1.0
22810,1.0
22823,1.0
22848,1.0
22849,1.0
22885,1.0
22925,1.0
22948,1.0
22959,1.0
22962,2.0
22980,1.0
23000,1.0
23009,2.0
23019,1.0
23023,2.0
23060,1.0
23080,1.0
23127,1.0
23129,1.0
23141,1.0
23173,2.0
23182,1.0
23234,1.0
23257,1.0
23258,1.0
23267,2.0
23270,1.0
23278,2.0
23298,1.0
23352,1.0
23396,2.0
23400,1.0
23409,1.0
23424,1.0
23479,1.0
23480,1.0
23483,2.0
23500,2.0
23507,1.0
23508,1.0
23580,1.0
23624,1.0
23635,1.0
23649,1.0
23654,1.0
23683,2.0
23686,1.0
23700,1.0
23717,1.0
23727,1.0
23730,2.0
23760,1.0
23814,1.0
23837,2.0
23854,1.0
23866,1.0
23885,1.0
23926,1.0
23935,1.0
23963,1.0
23973,1.0
23984,1.0
23986,1.0
24029,1.0
24032,1.0
24054,1.0
24113,1.0
24123,2.0
24142,1.0
24173,1.0
24192,1.0
24220,1.0
24224,1.0
24268,1.0
24273,1.0
24316,2.0
24328,2.0
24333,2.0
24348,1.0
24464,1.0
24523,1.0
24525,1.0
24528,1.0
24529,1.0
24547,1.0
24550,1.0
24597,1.0
24638,1.0
24665,2.0
24666,1.0
24670,2.0
24692,1.0
24703,1.0
24743,1.0
24759,1.0
24773,2.0
24816,1.0
24821,1.0
24851,1.0
24879,1.0
24939,1.0
24978,1.0
24981,1.0
24982,2.0
24986,1.0
25001,2.0
25042,2.0
25057,2.0
25060,2.0
25085,1.0
25092,1.0
25111,2.0
25120,1.0
25123,1.0
25138,2.0
25145,1.0
25192,1.0
25201,2.0
25257,1.0
25306,1.0
25317,1.0
25393,1.0
25394,1.0
25457,1.0
25466,1.0
25478,1.0
25492,1.0
25499,1.0
25530,2.0
25555,2.0
25578,1.0
25619,1.0
25688,1.0
25696,1.0
25698,1.0
25700,1.0
25714,2.0
25740,1.0
25769,2.0
25785,1.0
25790,1.0
25804,1.0
25813,2.0
25818,1.0
25824,2.0
25831,1.0
25885,1.0
25888,1.0
25922,1.0
25979,2.0
26003,1.0
26007,2.0
26011,1.0
26018,1.0
26062,1.0
26114,1.0
26118,1.0
26123,2.0
26135,1.0
26188,2.0
26222,1.0
26234,2.0
26319,2.0
26329,1.0
26336,1.0
26369,1.0
26432,2.0
26436,1.0
26467,1.0
26469,1.0
26493,1.0
26515,1.0
26533,1.0
26539,1.0
26543,1.0
26587,1.0
26615,1.0
26624,1.0
26630,1.0
26638,1.0
26661,1.0
26718,2.0
26723,1.0
26725,2.0
26743,1.0
26756,2.0
26758,1.0
26791,1.0
26792,1.0
26851,1.0
26854,1.0
26859,1.0
26862,1.0
26864,1.0
26871,1.0
26901,1.0
26938,1.0
26941,1.0
26947,1.0
26959,1.0
26979,1.0
27038,1.0
27060,1.0
27099,1.0
27115,1.0
27137,2.0
27150,1.0
27174,2.0
27180,2.0
27207,1.0
27221,2.0
27248,1.0
27256,1.0
27279,1.0
27288,1.0
27321,1.0
27322,1.0
27393,1.0
27419,1.0
27428,2.0
27435,1.0
27462,1.0
27479,1.0
27483,1.0
27525,1.0
27542,2.0
27557,2.0
27598,2.0
27616,1.0
27625,1.0
27633,1.0
27676,1.0
27704,1.0
27739,1.0
27750,1.0
27753,2.0
27782,1.0
27793,1.0
27805,1.0
27916,2.0
27975,1.0
27981,2.0
27995,1.0
28028,1.0
28067,1.0
28073,2.0
28116,1.0
28127,2.0
28166,2.0
28172,1.0
28186,1.0
28187,1.0
28209,1.0
28262,2.0
28264,1.0
28310,1.0
28321,1.0
28368,2.0
28383,1.0
28418,1.0
28455,1.0
28465,1.0
28477,2.0
28483,1.0
28521,2.0
28522,1.0
28541,2.0
28580,1.0
28586,1.0
28591,1.0
28626,1.0
28683,1.0
28702,1.0
28868,1.0
28875,1.0
28894,1.0
28896,2.0
28957,2.0
28966,1.0
28976,2.0
28978,2.0
28986,1.0
29006,1.0
29007,1.0
29022,1.0
29026,1.0
29028,2.0
29063,1.0
29065,1.0
29071,2.0
29079,2.0
29170,1.0
29210,1.0
29223,1.0
29237,1.0
29270,1.0
29397,2.0
29473,1.0
29492,1.0
29619,1.0
29645,1.0
29715,2.0
29733,1.0
29796,1.0
29836,1.0
29922,1.0
29977,2.0
30018,1.0
30024,1.0
30026,1.0
30041,1.0
30062,2.0
30122,1.0
30141,1.0
30154,2.0
30200,1.0
30234,1.0
30243,1.0
30274,1.0
30279,1.0
30297,1.0
30301,1.0
30328,1.0
30348,1.0
30437,1.0
30452,1.0
30461,1.0
30465,2.0
30470,1.0
30471,1.0
30484,1.0
30522,2.0
30552,2.0
30555,1.0
30575,1.0
30598,1.0
30663,1.0
30690,1.0
30692,1.0
30708,2.0
30741,1.0
30792,1.0
30796,1.0
30809,1.0
30813,1.0
30835,1.0
30844,1.0
30883,2.0
30927,1.0
30959,1.0
30965,2.0
31037,1.0
31050,1.0
31067,1.0
31109,1.0
31139,1.0
31143,1.0
31171,1.0
31174,1.0
31238,1.0
31248,1.0
31264,1.0
31310,1.0
31316,1.0
31322,2.0
31355,1.0
31387,1.0
31443,1.0
31455,1.0
31483,1.0
31514,1.0
31525,2.0
31597,1.0
31600,1.0
31639,1.0
31646,1.0
31648,1.0
31704,1.0
31706,1.0
31722,1.0
31724,1.0
31730,1.0
31799,1.0
31848,2.0
31852,1.0
31872,1.0
31883,1.0
31892,2.0
31919,2.0
31939,1.0
31949,1.0
31961,1.0
31965,1.0
31970,1.0
32007,1.0
32022,1.0
32043,1.0
32111,1.0
32161,1.0
32166,1.0
32215,1.0
32222,1.0
32297,2.0
32312,1.0
32328,1.0
32342,1.0
32379,1.0
32401,1.0
32431,2.0
32469,1.0
32471,1.0
32474,1.0
32476,1.0
32496,1.0
32522,1.0
32552,2.0
32569,1.0
32593,2.0
32601,1.0
32612,2.0
32707,1.0
32709,2.0
32712,2.0
32745,1.0
32775,2.0
32835,1.0
32890,1.0
32900,2.0
32902,1.0
32926,2.0
32949,1.0
32970,1.0
33007,2.0
33040,1.0
33057,1.0
33066,1.0
33125,1.0
33139,1.0
33152,2.0
33160,1.0
33174,1.0
33202,2.0
33209,1.0
33231,1.0
33232,1.0
33271,2.0
33370,1.0
33409,1.0
33415,2.0
33444,2.0
33481,1.0
33545,1.0
33551,1.0
33555,2.0
33566,1.0
33578,1.0
33581,1.0
33637,1.0
33678,1.0
33682,1.0
33688,1.0
33699,1.0
33733,1.0
33738,2.0
33744,1.0
33764,2.0
33794,2.0
33821,1.0
33830,1.0
33848,1.0
33862,2.0
33884,1.0
33892,2.0
33903,1.0
33947,1.0
33958,2.0
33994,1.0
34029,1.0
34035,1.0
34036,1.0
34044,2.0
34077,1.0
34090,2.0
34123,1.0
34147,2.0
34166,1.0
34171,1.0
34205,2.0
34237,1.0
34238,2.0
34263,1.0
34284,1.0
34304,2.0
34340,1.0
34381,2.0
34384,1.0
34393,1.0
34400,2.0
34476,1.0
34486,1.0
34498,2.0
34548,1.0
34559,2.0
34564,1.0
34572,1.0
34667,1.0
34675,1.0
34716,1.0
34749,1.0
34754,1.0
34851,1.0
34881,1.0
34964,1.0
34981,1.0
35034,1.0
35051,2.0
35082,2.0
35084,2.0
35114,2.0
35115,1.0
35178,1.0
35183,1.0
35222,1.0
35260,1.0
35269,1.0
35286,1.0
35296,1.0
35300,1.0
35308,1.0
35345,1.0
35405,1.0
35429,1.0
35471,1.0
35535,2.0
35611,1.0
35636,1.0
35651,1.0
35774,1.0
35776,2.0
35801,2.0
35822,2.0
35842,1.0
35858,2.0
35873,1.0
35879,1.0
35918,1.0
36028,1.0
36039,1.0
36062,1.0
36124,1.0
36152,1.0
36167,1.0
36176,1.0
36198,2.0
36215,1.0
36219,1.0
36288,1.0
36292,1.0
36296,1.0
36306,1.0
36386,1.0
36431,1.0
36485,1.0
36536,1.0
36565,2.0
36566,1.0
36606,1.0
36615,1.0
36629,1.0
36669,2.0
36681,1.0
36708,1.0
36733,2.0
36766,1.0
36805,1.0
36849,1.0
36876,1.0
36915,2.0
36959,1.0
36996,1.0
37008,2.0
37081,2.0
37119,1.0
37139,1.0
37158,1.0
37165,1.0
37193,1.0
37205,1.0
37221,1.0
37228,1.0
37233,1.0
37240,1.0
37255,2.0
37282,1.0
37401,2.0
37464,1.0
37491,1.0
37541,1.0
37577,1.0
37583,1.0
37618,1.0
37679,2.0
37680,1.0
37755,1.0
37766,1.0
37768,2.0
37773,1.0
37785,1.0
37796,2.0
37820,1.0
37835,1.0
37861,1.0
37919,1.0
37928,1.0
37945,1.0
37969,1.0
37997,1.0
38016,2.0
38044,1.0
38081,2.0
38141,1.0
38216,1.0
38233,2.0
38243,2.0
38325,2.0
38326,2.0
38351,2.0
38376,1.0
38392,1.0
38403,1.0
38404,1.0
38460,1.0
38472,2.0
38486,1.0
38510,2.0
38516,2.0
38518,2.0
38526,2.0
38533,1.0
38540,1.0
38549,2.0
38595,2.0
38596,1.0
38621,1.0
38626,1.0
38705,2.0
38720,2.0
38732,1.0
38786,2.0
38816,1.0
38833,2.0
38841,1.0
38845,1.0
38849,1.0
38868,1.0
38909,2.0
38910,1.0
38915,2.0
38922,1.0
38933,1.0
38947,1.0
38980,1.0
38985,1.0
39005,1.0
39070,1.0
39103,2.0
39113,1.0
39114,1.0
39125,1.0
39158,1.0
39180,1.0
39193,1.0
39201,1.0
39241,1.0
39252,1.0
39266,1.0
39302,1.0
39361,1.0
39371,1.0
39402,2.0
39464,1.0
39467,2.0
39483,1.0
39540,1.0
39561,1.0
39601,1.0
39610,1.0
39626,2.0
39630,1.0
39635,1.0
39642,1.0
39647,1.0
39670,1.0
39679,1.0
39702,2.0
39732,1.0
39737,2.0
39761,1.0
39837,1.0
39843,2.0
39856,2.0
39869,2.0
39890,2.0
39921,1.0
39922,1.0
39929,2.0
39974,1.0
39978,1.0
40027,1.0
40049,2.0
40107,2.0
40111,2.0
40137,1.0
40164,2.0
40204,1.0
40246,1.0
40274,1.0
40328,1.0
40351,1.0
40359,1.0
40383,1.0
40450,2.0
40457,1.0
40482,1.0
40487,1.0
40489,1.0
40544,1.0
40584,1.0
40602,2.0
40642,1.0
40664,1.0
40668,1.0
40681,1.0
40692,1.0
40723,1.0
40737,1.0
40742,2.0
40764,1.0
40789,2.0
40809,2.0
40841,1.0
40870,1.0
40886,1.0
40946,1.0
40973,2.0
41003,1.0
41017,1.0
41021,1.0
41028,2.0
41042,1.0
41047,1.0
41048,1.0
41119,2.0
41124,1.0
41184,1.0
41201,2.0
41212,1.0
41225,2.0
41255,1.0
41285,2.0
41310,1.0
41334,1.0
41341,1.0
41386,1.0
41397,1.0
41445,1.0
41483,1.0
41511,1.0
41543,2.0
41548,1.0
41569,2.0
41578,1.0
41588,1.0
41597,1.0
41599,1.0
41608,1.0
41611,1.0
41657,1.0
41668,1.0
41670,1.0
41694,1.0
41735,1.0
41762,1.0
41795,1.0
41806,1.0
41832,1.0
41863,1.0
41871,1.0
41907,2.0
41914,1.0
41918,1.0
41921,1.0
41928,1.0
41973,1.0
41979,1.0
41983,1.0
42010,1.0
42030,1.0
42042,1.0
42162,1.0
42164,2.0
42169,1.0
42175,1.0
42184,1.0
42205,1.0
42216,1.0
42251,1.0
42273,2.0
42287,1.0
42290,1.0
42299,2.0
42313,2.0
42319,1.0
42392,2.0
42405,1.0
42438,1.0
42478,1.0
42494,1.0
42517,1.0
42523,1.0
42567,1.0
42595,1.0
42596,1.0
42599,2.0
42633,1.0
42693,1.0
42803,1.0
42807,1.0
42811,1.0
42857,1.0
42869,1.0
42906,1.0
42923,1.0
42929,2.0
42947,1.0
42982,1.0
43029,1.0
43069,1.0
43091,1.0
43103,1.0
43109,2.0
43117,2.0
43173,1.0
43209,1.0
43223,1.0
43259,1.0
43264,1.0
43348,1.0
43361,2.0
43364,1.0
43368,1.0
43376,1.0
43400,2.0
43422,1.0
43427,1.0
43439,1.0
43443,1.0
43448,1.0
43472,1.0
43475,1.0
43476,1.0
43477,1.0
43493,1.0
43502,1.0
43504,1.0
43511,1.0
43522,1.0
43595,2.0
43596,2.0
43603,1.0
43606,1.0
43642,2.0
43653,1.0
43676,1.0
43692,1.0
43752,1.0
43792,1.0
43795,1.0
43811,1.0
43820,1.0
43843,1.0
43881,1.0
43950,2.0
44030,1.0
44035,2.0
44048,1.0
44111,1.0
44113,2.0
44164,1.0
44177,1.0
44210,1.0
44284,1.0
44316,2.0
44327,1.0
44337,1.0
44386,1.0
44393,1.0
44424,2.0
44439,1.0
44441,1.0
44453,1.0
44480,1.0
44488,1.0
44499,1.0
44534,2.0
44548,2.0
44557,1.0
44562,1.0
44585,2.0
44607,1.0
44614,1.0
44624,1.0
44626,1.0
44643,1.0
44685,1.0
44690,2.0
44758,1.0
44775,1.0
44785,2.0
44802,1.0
44901,1.0
44913,1.0
44955,1.0
44966,1.0
44985,2.0
45018,1.0
45048,2.0
45070,1.0
45095,1.0
45210,1.0
45216,1.0
45228,1.0
45245,2.0
45291,1.0
45292,2.0
45358,2.0
45368,1.0
45405,1.0
45432,1.0
45468,1.0
45492,1.0
45494,1.0
45499,1.0
45534,1.0
45542,1.0
45543,1.0
45607,1.0
45630,1.0
45659,1.0
45676,1.0
45717,1.0
45735,1.0
45773,2.0
45789,1.0
45820,1.0
45872,2.0
45888,1.0
45985,1.0
46018,1.0
46028,2.0
46029,2.0
46044,2.0
46050,1.0
46090,1.0
46169,1.0
46200,1.0
46208,2.0
46242,1.0
46276,1.0
46280,1.0
46297,1.0
46334,1.0
46335,1.0
46338,1.0
46340,1.0
46358,1.0
46360,2.0
46385,1.0
46387,2.0
46397,1.0
46427,1.0
46428,2.0
46429,1.0
46505,1.0
46508,1.0
46523,2.0
46552,1.0
46576,2.0
46592,1.0
46688,1.0
46691,1.0
46697,1.0
46751,1.0
46784,1.0
46800,1.0
46819,1.0
46832,2.0
46877,2.0
46880,1.0
46900,2.0
46908,1.0
46930,1.0
46991,1.0
46995,1.0
47029,2.0
47046,1.0
47069,1.0
47177,1.0
47192,1.0
47240,2.0
47291,1.0
47303,2.0
47312,2.0
47315,1.0
47331,1.0
47334,1.0
47335,1.0
47340,1.0
47367,1.0
47368,1.0
47377,1.0
47383,1.0
47465,2.0
47475,1.0
47551,1.0
47554,1.0
47632,1.0
47659,2.0
47666,2.0
47705,1.0
47706,2.0
47730,1.0
47731,1.0
47766,1.0
47891,1.0
47892,1.0
47944,2.0
48029,1.0
48039,1.0
48049,1.0
48056,1.0
48077,1.0
48148,1.0
48152,1.0
48169,1.0
48183,2.0
48315,1.0
48331,1.0
48353,2.0
48354,1.0
48368,2.0
48370,2.0
48394,1.0
48400,1.0
48458,1.0
48470,1.0
48474,1.0
48559,1.0
48560,1.0
48606,1.0
48626,2.0
48663,1.0
48681,1.0
48690,1.0
48725,1.0
48760,1.0
